OBJECTID;N_DEPTO;Y;X;id_unico
16781;Cochabamba;-17,567176526;-66,376034904;51025415,4
16782;Cochabamba;-17,570018922;-66,372790293;51004438
16784;Cochabamba;-17,665858651;-66,34928279;50277297,7
16785;Cochabamba;-17,615857037;-66,313132114;50671368,1
16786;Cochabamba;-17,576052366;-66,36401593;50960526,2
16788;Cochabamba;-17,608275642;-66,393265863;50704116,4
16789;Cochabamba;-17,587839715;-66,312529166;50885845,9
16790;Cochabamba;-17,566211222;-66,453147913;51012586,1
16791;Cochabamba;-17,662995557;-66,379613837;50288840,8
16793;Cochabamba;-17,579664249;-66,324601789;50944670,8
16794;Cochabamba;-17,410275008;-66,367713185;52243542,9
16795;Cochabamba;-17,410162735;-66,33716468;52250676,2
16796;Cochabamba;-17,416892944;-66,342728566;52197136,4
16797;Cochabamba;-17,423115639;-66,336998597;52149991,2
16798;Cochabamba;-17,416991782;-66,35967404;52192822
16799;Cochabamba;-17,413225068;-66,317694644;52231103,4
16800;Cochabamba;-17,431434324;-66,323606068;52088399,9
16801;Cochabamba;-17,420280225;-66,31851057;52176134,4
16802;Cochabamba;-17,424133427;-66,328702128;52143921,1
16803;Cochabamba;-17,412034361;-66,374427131;52228502,9
16804;Cochabamba;-17,414821224;-66,331646837;52215631,3
16805;Cochabamba;-17,382933191;-66,300343231;52470313
16806;Cochabamba;-17,371321048;-66,283148318;52564291
16807;Cochabamba;-17,3758089;-66,258012994;52535038,3
16808;Cochabamba;-17,380604132;-66,288085973;52491068,8
16809;Cochabamba;-17,429325717;-66,269278362;52117880
16810;Cochabamba;-17,331121181;-66,238563329;52886370,2
16811;Cochabamba;-17,322536082;-66,2407431;52952673,1
16812;Cochabamba;-17,327817438;-66,28353923;52902971,7
16813;Cochabamba;-17,313774252;-66,281526362;53012941,3
16814;Cochabamba;-17,369314079;-66,275192502;52581615,3
16815;Cochabamba;-17,285584989;-66,30431466;53229534,7
16816;Cochabamba;-17,336966872;-66,266720984;52835001,2
16817;Cochabamba;-17,315877564;-66,257618541;53001098,1
16819;Cochabamba;-17,085378801;-66,31200197;54810093,2
16821;Cochabamba;-17,360572672;-66,275551027;52649487,3
16822;Cochabamba;-17,362054666;-66,254838992;52642496,8
16823;Cochabamba;-17,337952341;-66,290810308;52822527,8
16824;Cochabamba;-17,321006169;-66,263497943;52959971,4
16831;Cochabamba;-17,17811139;-66,411114872;54067458,5
16835;Cochabamba;-17,324608802;-66,273378544;52929954,8
16836;Cochabamba;-17,314773499;-66,272658174;53006801,3
16837;Cochabamba;-17,33313883;-66,252288351;52867776
16838;Cochabamba;-17,347692897;-66,266209419;52751637
16839;Cochabamba;-17,37603896;-66,293559512;52525374,9
16840;Cochabamba;-17,366664086;-66,292832088;52598457,5
16841;Cochabamba;-17,320857429;-66,244424308;52964972,7
16842;Cochabamba;-17,326434244;-66,302460215;52910235,9
16843;Cochabamba;-17,310232671;-66,292752211;53038573,8
16844;Cochabamba;-17,365484402;-66,290082766;52608211,5
16848;Cochabamba;-17,322637656;-66,253053411;52949350,9
16849;Cochabamba;-17,05959539;-66,374122073;55014639,4
16850;Cochabamba;-17,217961708;-66,333821907;53757502,3
16855;Cochabamba;-17,278746171;-66,273671534;53288105,5
16859;Cochabamba;-17,285730093;-66,293295885;53230173
16862;Cochabamba;-17,117564954;-66,322143979;54553609,3
16864;Cochabamba;-17,102192523;-66,32888383;54675520,3
16865;Cochabamba;-17,096831742;-66,337401669;54717857,4
16868;Cochabamba;-17,215033393;-66,25571278;53790299,2
16870;Cochabamba;-17,168407766;-66,308014121;54151600,1
16879;Cochabamba;-17,129107129;-66,324893312;54461758,3
16884;Cochabamba;-17,27340645;-66,330587063;53321200,8
16886;Cochabamba;-17,167995114;-66,360172627;54150749,8
16889;Cochabamba;-17,133798706;-66,305843918;54425822,5
16890;Cochabamba;-17,134178918;-66,317794863;54421960,6
16891;Cochabamba;-17,340329977;-66,246578929;52813068,9
16892;Cochabamba;-17,100578075;-66,326651801;54688469,8
16893;Cochabamba;-17,64345041;-65,777182874;50709644,4
16894;Cochabamba;-17,71530586;-65,74512179;50203447,7
16895;Cochabamba;-17,650683742;-65,79364736;50647154
16896;Cochabamba;-17,676376474;-65,767242814;50474146,7
16897;Cochabamba;-17,672360874;-65,74353143;50517604,2
16898;Cochabamba;-17,658156391;-65,754973749;50614701,9
16899;Cochabamba;-17,646064793;-65,761562307;50699442,3
16900;Cochabamba;-17,659012514;-65,774378106;50597111,4
16901;Cochabamba;-17,718108246;-65,746181431;50182392,1
16902;Cochabamba;-17,657180775;-65,802918274;50594166,8
16905;Cochabamba;-17,670982874;-65,7984302;50495435,7
16906;Cochabamba;-17,718186628;-65,76648608;50169308
16907;Cochabamba;-17,704396616;-65,760394287;50273575,1
16908;Cochabamba;-17,691291375;-65,841187337;50321860,2
16909;Cochabamba;-17,659176263;-65,816585088;50571767,1
16910;Cochabamba;-17,655068434;-65,814612317;50603076,7
16911;Cochabamba;-17,685302644;-65,831441647;50371400,1
16912;Cochabamba;-17,629862624;-65,795058328;50799417,1
16913;Cochabamba;-17,701756044;-65,86523465;50231303,8
16914;Cochabamba;-17,64000508;-65,805353266;50719051
16915;Cochabamba;-17,471763598;-65,801850803;51967117,6
16916;Cochabamba;-17,457953017;-65,89851292;52026837,3
16918;Cochabamba;-17,458059371;-65,838218264;52052634,3
16919;Cochabamba;-17,505089939;-65,835132756;51702764,3
16920;Cochabamba;-17,510093875;-65,810939554;51677222,8
16921;Cochabamba;-17,501546668;-65,819619502;51736624,7
16922;Cochabamba;-17,479302763;-65,801084603;51911274,8
16923;Cochabamba;-17,477669762;-65,841752184;51904335,9
16924;Cochabamba;-17,474848371;-65,797205865;51946330,6
16925;Cochabamba;-17,523413851;-65,879950162;51544800,2
16926;Cochabamba;-17,509069357;-65,889786154;51647434,1
16927;Cochabamba;-17,521450138;-65,854816827;51571378,8
16928;Cochabamba;-17,51771649;-65,870745847;51591666,2
16929;Cochabamba;-17,483415693;-65,871956749;51847539,8
16932;Cochabamba;-17,512903433;-65,843909241;51640316,4
16933;Cochabamba;-17,517071053;-65,847677844;51607444
16934;Cochabamba;-17,511146402;-65,860326347;51645619
16936;Cochabamba;-17,483063503;-65,855948263;51857472,4
16937;Cochabamba;-17,517083145;-65,845033669;51608623,6
16938;Cochabamba;-17,524489649;-65,894696354;51529871,3
16939;Cochabamba;-17,49974108;-65,894541719;51715084,7
16941;Cochabamba;-17,510021052;-65,896939096;51637040,6
16942;Cochabamba;-17,479578585;-65,899573975;51863976,9
16943;Cochabamba;-17,46022202;-65,846488911;52032704,7
16944;Cochabamba;-17,510755854;-65,872744065;51642710,9
16945;Cochabamba;-17,477500321;-65,820949825;51915294,3
16947;Cochabamba;-17,515368044;-65,835700782;51625901,7
16948;Cochabamba;-17,515833317;-65,825560449;51627361,9
16949;Cochabamba;-17,448592745;-65,848392732;52118976,1
16951;Cochabamba;-17,525254167;-65,921855365;51511673,3
16954;Cochabamba;-17,533722682;-65,9437115;51438364,9
16955;Cochabamba;-17,562396794;-65,917163943;51236235,6
16956;Cochabamba;-17,563162002;-65,910370794;51233766,7
16957;Cochabamba;-17,56970219;-65,905992993;51187117,5
16958;Cochabamba;-17,556545631;-65,920297745;51278428
16959;Cochabamba;-17,553836197;-65,927495229;51295291,8
16960;Cochabamba;-17,557211771;-65,925685894;51270920,1
16961;Cochabamba;-17,646664753;-65,860433633;50639696,3
16963;Cochabamba;-17,618909868;-65,863343515;50843252,3
16964;Cochabamba;-17,6310473;-65,855663134;50757585,1
16965;Cochabamba;-17,606835647;-65,871622998;50928350,9
16966;Cochabamba;-17,632422719;-65,812594289;50770843,3
16967;Cochabamba;-17,623003187;-65,826905157;50832454,4
16968;Cochabamba;-17,602720762;-65,817815359;50987076,1
16969;Cochabamba;-17,649415923;-65,838005163;50631652,6
16970;Cochabamba;-17,606898307;-65,865048029;50931289,1
16971;Cochabamba;-17,639734812;-65,810353067;50718251,7
16972;Cochabamba;-17,599359022;-65,804468211;51019061,6
16973;Cochabamba;-17,599495145;-65,81484439;51012490,3
16974;Cochabamba;-17,610977964;-65,81734989;50926359,6
16975;Cochabamba;-17,621523789;-65,850058369;50830947,6
16976;Cochabamba;-17,607254607;-65,824384232;50950074,1
16977;Cochabamba;-17,644172786;-65,872046627;50651850,2
16979;Cochabamba;-17,638630118;-65,824954967;50718303,8
16980;Cochabamba;-17,632441734;-65,878924117;50734933,4
16981;Cochabamba;-17,622817978;-65,87949763;50805868,1
16982;Cochabamba;-17,648950529;-65,885270385;50609484,5
16984;Cochabamba;-17,612438835;-65,833517988;50906896,2
16985;Cochabamba;-17,60879157;-65,804955775;50949198,7
16986;Cochabamba;-17,671288762;-65,897455693;50437919,6
16987;Cochabamba;-17,693608089;-65,879623105;50283142,1
16988;Cochabamba;-17,616013463;-65,812483318;50891843,2
16989;Cochabamba;-17,617729521;-65,834110504;50867498,9
16990;Cochabamba;-17,541670059;-65,829989215;51433041,2
16991;Cochabamba;-17,56670631;-65,83719425;51243541,5
16992;Cochabamba;-17,539313333;-65,804409547;51463419,2
16993;Cochabamba;-17,534629022;-65,809507089;51495602,7
16994;Cochabamba;-17,536549407;-65,807953188;51482132,1
16995;Cochabamba;-17,534572849;-65,818359163;51491577,2
16996;Cochabamba;-17,530235695;-65,822895617;51521545,2
16997;Cochabamba;-17,57503255;-65,869397376;51165468,4
16998;Cochabamba;-17,582027044;-65,858740639;51118915,3
16999;Cochabamba;-17,586877802;-65,881706114;51071299,3
17000;Cochabamba;-17,535835448;-65,815753519;51483505
17001;Cochabamba;-17,567963466;-65,815407422;51245415,2
17002;Cochabamba;-17,578002577;-65,817678726;51169906,4
17003;Cochabamba;-17,559909893;-65,810024077;51307855,2
17004;Cochabamba;-17,534720435;-65,845073754;51477258
17005;Cochabamba;-17,524622861;-65,810681346;51569330,1
17006;Cochabamba;-17,533484756;-65,811607255;51503042,1
17008;Cochabamba;-17,573874247;-65,852458319;51182603,1
17009;Cochabamba;-17,582139409;-65,884936594;51104893,4
17010;Cochabamba;-17,509085613;-65,806983164;51686665,8
17011;Cochabamba;-17,549782186;-65,883744281;51346302
17012;Cochabamba;-17,557753975;-65,88288666;51287330,5
17013;Cochabamba;-17,565670682;-65,890858259;51224495,7
17014;Cochabamba;-17,574603165;-65,83591746;51185636,6
17016;Cochabamba;-17,540103744;-65,86001009;51429894,2
17018;Cochabamba;-17,519207469;-65,808228561;51610793,2
17020;Cochabamba;-17,518408533;-65,798434959;51621606,5
17021;Cochabamba;-17,559317986;-65,846292822;51293783,6
17022;Cochabamba;-17,55407534;-65,863769523;51324067,4
17023;Cochabamba;-17,527615461;-65,84393347;51530701
17024;Cochabamba;-17,534176022;-65,868218488;51470087,3
17025;Cochabamba;-17,57210268;-65,846661773;51198690,9
17026;Cochabamba;-17,587171989;-65,854428265;51082957,5
17027;Cochabamba;-17,576306583;-65,845057614;51168324,2
17028;Cochabamba;-17,549600138;-65,848877407;51364706,7
17029;Cochabamba;-17,542850111;-65,863545834;51407724
17031;Cochabamba;-17,47165838;-65,781868238;51977464,5
17032;Cochabamba;-17,472663398;-65,789024685;51966533,3
17033;Cochabamba;-17,467406266;-65,785757783;52007274
17035;Cochabamba;-17,571254891;-65,877706868;51189407,2
17036;Cochabamba;-17,559698622;-65,875678193;51276374,9
17037;Cochabamba;-17,566411133;-65,875977048;51226286,1
17038;Cochabamba;-17,533031767;-65,79947555;51512524,4
17039;Cochabamba;-17,556254761;-65,818494454;51330594,9
17040;Cochabamba;-17,566353716;-65,83067932;51249481,2
17041;Cochabamba;-17,57253799;-65,825356193;51206381,7
17042;Cochabamba;-17,585265604;-65,827521725;51111007
17043;Cochabamba;-17,547546152;-65,824582913;51392114,6
17044;Cochabamba;-17,551453631;-65,822522632;51364156,4
17045;Cochabamba;-17,562629377;-65,877753156;51253546,7
17046;Cochabamba;-17,574082696;-65,840910189;51186936,3
17047;Cochabamba;-17,578501615;-65,844007694;51152584,7
17048;Cochabamba;-17,561114554;-65,86417821;51271512,4
17049;Cochabamba;-17,560625782;-65,853583418;51280417,8
17050;Cochabamba;-17,518620454;-65,81972542;51609479,9
17051;Cochabamba;-17,522136375;-65,821955261;51582231,3
17054;Cochabamba;-17,492689115;-65,794230407;51814898,3
17056;Cochabamba;-17,555966434;-65,854940366;51314370
17057;Cochabamba;-17,697772344;-65,698413431;50360088,9
17058;Cochabamba;-17,685893846;-65,72406691;50430637
17059;Cochabamba;-17,718321315;-65,589552836;50282409,1
17060;Cochabamba;-17,743728858;-65,653043414;50056619,5
17061;Cochabamba;-17,733615558;-65,702085029;50097630,1
17062;Cochabamba;-17,745780963;-65,678691566;50024812,1
17063;Cochabamba;-17,727568748;-65,699730921;50142972,7
17064;Cochabamba;-17,752374192;-65,706188818;49959117,6
17065;Cochabamba;-17,731162008;-65,609418593;50176497,6
17066;Cochabamba;-17,744048025;-65,550040381;50124836,9
17068;Cochabamba;-17,760694405;-65,536949087;50014961,4
17069;Cochabamba;-17,728393421;-65,617395682;50191074,6
17070;Cochabamba;-17,720966402;-65,718062966;50179209,4
17071;Cochabamba;-17,750141612;-65,569134898;50067770,8
17072;Cochabamba;-17,726040459;-65,67178741;50172102,6
17073;Cochabamba;-17,716995631;-65,672297059;50237254,5
17074;Cochabamba;-17,764363223;-65,657557473;49904791,5
17075;Cochabamba;-17,775776199;-65,659893575;49821001,6
17076;Cochabamba;-17,769431167;-65,604174126;49904941,3
17077;Cochabamba;-17,760809699;-65,59757291;49971414
17078;Cochabamba;-17,749426262;-65,607612717;50046278,5
17079;Cochabamba;-17,848447364;-65,587351233;49352210,9
17080;Cochabamba;-17,758109724;-65,64457853;49958615,5
17081;Cochabamba;-17,855362318;-65,557658539;49325221,7
17082;Cochabamba;-17,768984079;-65,581086273;49924309,4
17083;Cochabamba;-17,835584459;-65,592697863;49439918
17084;Cochabamba;-17,826733591;-65,621707554;49482078,7
17086;Cochabamba;-17,794354703;-65,575384713;49746796
17087;Cochabamba;-17,794990137;-65,599633368;49724934,3
17088;Cochabamba;-17,777016861;-65,559203047;49882339
17089;Cochabamba;-17,820000088;-65,590546821;49552668,6
17090;Cochabamba;-17,817962042;-65,562593447;49587600,1
17091;Cochabamba;-17,819314898;-65,709095528;49474053
17092;Cochabamba;-17,922015239;-65,557413816;48853531,1
17093;Cochabamba;-17,797498685;-65,644510254;49675407,1
17094;Cochabamba;-17,99207873;-65,61574466;48313327,9
17096;Cochabamba;-17,929666704;-65,626728097;48745641,7
17097;Cochabamba;-17,96489328;-65,578993351;48534138,9
17098;Cochabamba;-18,063790027;-65,605806868;47818285,7
17099;Cochabamba;-17,97159979;-65,669447959;48415739,4
17100;Cochabamba;-18,000597797;-65,63612095;48237050,1
17101;Cochabamba;-17,947687857;-65,655981171;48595511
17102;Cochabamba;-18,042438978;-65,563906667;48002644,7
17103;Cochabamba;-17,998171381;-65,572925553;48305105,2
17104;Cochabamba;-18,027868927;-65,618490018;48059460,6
17105;Cochabamba;-17,982571608;-65,632407192;48367103,2
17106;Cochabamba;-17,947101015;-65,761614741;48520827,5
17107;Cochabamba;-18,082609639;-65,626435538;47669437,8
17108;Cochabamba;-17,99255667;-65,707063986;48238307,9
17109;Cochabamba;-18,026940038;-65,747943799;47963203,2
17110;Cochabamba;-18,005673364;-65,707400438;48145158,6
17111;Cochabamba;-18,078769397;-65,662236022;47666500,6
17112;Cochabamba;-18,090713282;-65,651705411;47591612,7
17113;Cochabamba;-18,117359232;-65,65982463;47398555,5
17114;Cochabamba;-17,892615375;-65,731440359;48932216,9
17115;Cochabamba;-17,890733783;-65,67420544;48986953,6
17116;Cochabamba;-17,935813168;-65,774377637;48592290,9
17117;Cochabamba;-17,936955669;-65,662006462;48667065,4
17118;Cochabamba;-17,915967177;-65,798119764;48717707,1
17119;Cochabamba;-17,876873279;-65,702562687;49065512,4
17120;Cochabamba;-17,87597029;-65,760351459;49031316,6
17121;Cochabamba;-17,906693407;-65,652182227;48889516,9
17123;Cochabamba;-17,901502772;-65,707928142;48885529,7
17124;Cochabamba;-17,933590527;-65,717964886;48649197,6
17125;Cochabamba;-17,873864754;-65,789103447;49026692,1
17126;Cochabamba;-17,91804808;-65,678205055;48789335,8
17127;Cochabamba;-17,913476578;-65,686685392;48815620,8
17128;Cochabamba;-17,921578487;-65,742510947;48717044,3
17130;Cochabamba;-17,960771526;-65,373911489;48733400,3
17131;Cochabamba;-17,926153735;-65,317839806;49022260,5
17132;Cochabamba;-17,928540566;-65,362609642;48967267,9
17134;Cochabamba;-17,855860153;-65,445379799;49408417,7
17135;Cochabamba;-17,859699049;-65,432977594;49391226,5
17137;Cochabamba;-17,947898006;-65,365326645;48830263,3
17138;Cochabamba;-17,909192544;-65,337576606;49123288,3
17139;Cochabamba;-17,89857123;-65,33851004;49196496,8
17140;Cochabamba;-17,835206593;-65,456245374;49545627,3
17141;Cochabamba;-17,914930466;-65,415423375;49017908
17142;Cochabamba;-17,903524159;-65,386197602;49121934,8
17143;Cochabamba;-17,915896875;-65,374128277;49045639,2
17144;Cochabamba;-17,93335399;-65,346229487;48947780,6
17145;Cochabamba;-17,980056115;-65,366133993;48606314,9
17146;Cochabamba;-17,956034211;-65,447446452;48703900,1
17147;Cochabamba;-17,935837867;-65,36702736;48912701,1
17148;Cochabamba;-17,910320289;-65,346194466;49108116,7
17150;Cochabamba;-17,944263284;-65,337594761;48879439,6
17151;Cochabamba;-17,95039294;-65,452079171;48739452,1
17152;Cochabamba;-17,950386548;-65,479467367;48716798,1
17153;Cochabamba;-17,934220583;-65,504296258;48809922,6
17158;Cochabamba;-17,850965077;-65,388962524;49487930,1
17159;Cochabamba;-18,002501371;-65,370859057;48446701,8
17161;Cochabamba;-17,783616253;-65,520786805;49863019,5
17162;Cochabamba;-17,778774135;-65,472656949;49933031,9
17164;Cochabamba;-17,925403253;-65,30540675;49038233,7
17166;Cochabamba;-17,79279473;-65,5210322;49797443,1
17167;Cochabamba;-17,925388309;-65,315543838;49029559,5
17168;Cochabamba;-17,943219796;-65,343029991;48881982,5
17170;Cochabamba;-17,790030576;-65,532833677;49808486,6
17171;Cochabamba;-17,875758991;-65,367147229;49331908,3
17172;Cochabamba;-17,867609035;-65,373853123;49383460,5
17173;Cochabamba;-17,889600287;-65,352364754;49247436,1
17174;Cochabamba;-17,86359246;-65,406184819;49385339,3
17175;Cochabamba;-17,833614832;-65,381582622;49615789
17176;Cochabamba;-17,948200257;-65,484815633;48727712,8
17177;Cochabamba;-17,936022861;-65,475695871;48820548,6
17181;Cochabamba;-17,929545814;-65,333296436;48985368
17182;Cochabamba;-18,018004357;-65,375187019;48335643,4
17184;Cochabamba;-17,818286296;-65,480744;49646501,5
17185;Cochabamba;-17,852637436;-65,455485911;49423170
17187;Cochabamba;-17,987946096;-65,384860945;48535259,7
17188;Cochabamba;-17,990279488;-65,413524508;48494186,8
17189;Cochabamba;-17,955582029;-65,313946993;48821602
17190;Cochabamba;-17,950351691;-65,307950544;48863084,1
17191;Cochabamba;-17,957270076;-65,33349528;48792782,2
17192;Cochabamba;-17,969021505;-65,355645049;48691978,2
17193;Cochabamba;-17,957496852;-65,354136159;48773244,8
17195;Cochabamba;-17,955923903;-65,434060645;48715906
17197;Cochabamba;-17,946368944;-65,375240128;48832397,9
17198;Cochabamba;-17,932955593;-65,387383098;48915489,9
17199;Cochabamba;-17,903240612;-65,519797603;49015609,4
17203;Cochabamba;-17,901470316;-65,513926911;49032728,1
17204;Cochabamba;-17,989251654;-65,367108411;48541739,8
17205;Cochabamba;-17,953567549;-65,365222458;48790947,8
17206;Cochabamba;-17,870690293;-65,481061539;49275714,3
17208;Cochabamba;-17,889195302;-65,499048779;49131029,1
17209;Cochabamba;-17,857481825;-65,358005202;49467398,2
17210;Cochabamba;-17,916110786;-65,304068528;49103893,6
17211;Cochabamba;-17,889271909;-65,324610158;49273060,6
17213;Cochabamba;-17,9573992;-65,418625276;48718647,3
17219;Cochabamba;-17,886979586;-65,416994574;49212417,6
17220;Cochabamba;-17,930340306;-65,424525767;48902583,2
17221;Cochabamba;-17,928163507;-65,400242977;48938087,5
17222;Cochabamba;-18,117857851;-65,570652125;47471758,1
17223;Cochabamba;-18,061812641;-65,410761992;48001291,4
17224;Cochabamba;-18,097249059;-65,441325472;47729342,6
17225;Cochabamba;-18,056118955;-65,541532538;47926183,3
17226;Cochabamba;-18,063769518;-65,513046113;47897478,3
17227;Cochabamba;-18,020737146;-65,43284058;48265966
17228;Cochabamba;-17,939546267;-65,52193174;48758258,9
17229;Cochabamba;-17,957726094;-65,541795333;48614440,5
17230;Cochabamba;-17,99912244;-65,488031633;48368971
17231;Cochabamba;-17,99101506;-65,469254431;48441399,2
17232;Cochabamba;-18,046045094;-65,481240404;48048187,7
17233;Cochabamba;-18,038927453;-65,455729569;48119805,6
17234;Cochabamba;-18,114019094;-65,530699301;47533509,6
17235;Cochabamba;-17,997939464;-65,511696332;48357341,6
17236;Cochabamba;-18,011481174;-65,449926865;48315425,4
17237;Cochabamba;-18,091326737;-65,535532737;47686562,9
17238;Cochabamba;-18,063739281;-65,444878113;47957514,3
17239;Cochabamba;-18,065284566;-65,466113454;47928021
17240;Cochabamba;-18,223305064;-65,542517148;46769690,6
17242;Cochabamba;-18,200852015;-65,586662713;46883443,3
17244;Cochabamba;-18,114971002;-65,507233133;47547782,9
17245;Cochabamba;-18,107943152;-65,47493857;47625261,2
17246;Cochabamba;-18,115279145;-65,611052577;47454646,7
17247;Cochabamba;-18,173685892;-65,579847789;47077063,3
17248;Cochabamba;-18,143595173;-65,566941646;47296651,2
17249;Cochabamba;-18,025746018;-65,448541209;48217535,9
17252;Cochabamba;-18,160777331;-65,544430688;47198061,8
17253;Cochabamba;-18,184083025;-65,515394666;47064089,8
17254;Cochabamba;-17,976475236;-65,500782909;48516533,9
17255;Cochabamba;-18,093883223;-65,570980392;47638039,4
17256;Cochabamba;-18,029587403;-65,45722503;48183321,6
17257;Cochabamba;-18,246983185;-65,516446231;46632183,4
17258;Cochabamba;-18,255073678;-65,50431413;46588550,3
17259;Cochabamba;-18,23279524;-65,531807453;46714685,2
17260;Cochabamba;-18,226501056;-65,537584185;46752385,8
17261;Cochabamba;-18,113801436;-65,377323328;47674362,2
17262;Cochabamba;-18,344826633;-65,386706108;46098689,8
17264;Cochabamba;-18,367528682;-65,364828534;45969484,8
17267;Cochabamba;-18,197360439;-65,485333036;47000970,1
17268;Cochabamba;-18,241538915;-65,342738334;46838659,3
17269;Cochabamba;-18,304380523;-65,37379743;46383652,9
17270;Cochabamba;-18,310854741;-65,393765423;46319755
17271;Cochabamba;-18,332116594;-65,33100262;46241692,1
17272;Cochabamba;-18,311552272;-65,356409658;46353235,9
17273;Cochabamba;-18,320527562;-65,358368064;46290967,3
17274;Cochabamba;-18,323947185;-65,341862583;46285098,8
17275;Cochabamba;-18,262834752;-65,393802478;46643785,5
17276;Cochabamba;-18,178616749;-65,340315532;47267326,6
17277;Cochabamba;-18,267498045;-65,409024863;46597108,7
17278;Cochabamba;-18,1483392;-65,492790956;47330654,4
17280;Cochabamba;-18,191390672;-65,383895177;47138248,2
17282;Cochabamba;-18,218093431;-65,314139914;47025617,5
17283;Cochabamba;-18,223610546;-65,432246404;46872264,2
17284;Cochabamba;-18,207031418;-65,344785492;47070126,2
17285;Cochabamba;-18,233351184;-65,489778898;46750667
17287;Cochabamba;-18,27527049;-65,400062945;46553460,9
17288;Cochabamba;-18,336504437;-65,400646146;46140204,9
17289;Cochabamba;-18,299283872;-65,456739004;46334597,8
17291;Cochabamba;-18,273282247;-65,435997383;46531238,5
17292;Cochabamba;-18,159434382;-65,448550891;47295224,6
17293;Cochabamba;-18,149297847;-65,470475751;47344510
17294;Cochabamba;-18,170691112;-65,45678658;47210386,1
17296;Cochabamba;-18,246836618;-65,464927332;46682588,7
17297;Cochabamba;-18,170614561;-65,400291177;47264156,3
17299;Cochabamba;-18,163502016;-65,385314615;47326953,8
17301;Cochabamba;-18,338571014;-65,355107358;46173376,4
17302;Cochabamba;-18,200158232;-65,329583983;47131667,9
17304;Cochabamba;-18,20792458;-65,402466955;47007794
17307;Cochabamba;-18,191169985;-65,366730475;47156358,9
17312;Cochabamba;-18,191919086;-65,393025776;47125849,2
17316;Cochabamba;-18,179363438;-65,381108221;47222826,7
17318;Cochabamba;-18,177037287;-65,391756676;47228474,6
17320;Cochabamba;-18,212484533;-65,417062879;46962659,1
17321;Cochabamba;-18,194186764;-65,375224025;47127612,2
17323;Cochabamba;-18,215363344;-65,362728143;46996003,6
17324;Cochabamba;-18,241382425;-65,362928005;46819591,4
17325;Cochabamba;-18,185403883;-65,372216524;47190265,6
17326;Cochabamba;-18,180650958;-65,400381331;47195586,9
17330;Cochabamba;-18,231178271;-65,378956689;46872827,5
17334;Cochabamba;-18,287718678;-65,348970193;46521051,5
17338;Cochabamba;-18,171773423;-65,442847372;47216025,8
17340;Cochabamba;-18,16678327;-65,440186672;47252686,5
17343;Cochabamba;-18,209408082;-65,332690482;47065949,9
17344;Cochabamba;-18,143512536;-65,444739733;47407990,9
17345;Cochabamba;-18,139023772;-65,417323061;47464232,2
17368;Cochabamba;-18,341699638;-65,44252409;46062490,8
17369;Cochabamba;-18,309746484;-65,430545955;46290045,8
17370;Cochabamba;-18,300823077;-65,407550267;46373409,4
17371;Cochabamba;-18,293629291;-65,391678549;46437935,5
17372;Cochabamba;-18,00280183;-65,306152748;48502389,8
17374;Cochabamba;-18,058239668;-65,279070903;48146594,2
17375;Cochabamba;-18,119387339;-65,309433253;47700210,1
17376;Cochabamba;-18,092919415;-65,325112865;47866157,4
17377;Cochabamba;-18,043988277;-65,299525887;48225238,5
17379;Cochabamba;-18,073730773;-65,283201793;48036767,2
17380;Cochabamba;-18,057937834;-65,291044981;48137478
17382;Cochabamba;-18,085944382;-65,261322122;47974119,3
17383;Cochabamba;-18,039742829;-65,312499377;48242447
17384;Cochabamba;-18,084798501;-65,335548645;47912010,9
17385;Cochabamba;-18,007395744;-65,301012744;48475395,7
17386;Cochabamba;-17,969191587;-65,303641859;48736566,2
17387;Cochabamba;-18,017393355;-65,295111594;48411970,1
17388;Cochabamba;-17,987241764;-65,310448679;48605839
17389;Cochabamba;-17,972815367;-65,311264978;48704754,9
17390;Cochabamba;-18,075339112;-65,271400733;48036914
17391;Cochabamba;-18,091090462;-65,304503277;47898046,4
17392;Cochabamba;-18,052923597;-65,281101329;48181088,3
17393;Cochabamba;-18,023995249;-65,305554865;48357042,3
17395;Cochabamba;-18,100178752;-65,269733501;47869072,8
17396;Cochabamba;-18,1035507;-65,310807985;47806966,5
17399;Cochabamba;-18,141426864;-65,332301172;47528117,1
17401;Cochabamba;-18,15055595;-65,344944675;47453796
17402;Cochabamba;-18,136091139;-65,334754292;47562144,3
17404;Cochabamba;-18,132381759;-65,340638726;47581841,2
17405;Cochabamba;-18,141646171;-65,329845058;47528975,9
17407;Cochabamba;-18,113871489;-65,328875993;47719376
17408;Cochabamba;-18,136102929;-65,321670398;47574578
17409;Cochabamba;-18,169909764;-65,307373956;47358560,6
17411;Cochabamba;-18,08302339;-65,374810797;47887882,1
17412;Cochabamba;-18,175988923;-65,326045877;47299067,8
17413;Cochabamba;-18,104610717;-65,387414302;47728024,8
17414;Cochabamba;-17,54352314;-66,051698098;51318227,1
17415;Cochabamba;-17,541234891;-66,052651607;51335100,5
17416;Cochabamba;-17,542608095;-66,059381891;51321992,7
17417;Cochabamba;-17,544271389;-66,028372022;51322278,8
17418;Cochabamba;-17,542824981;-66,019546214;51336893,1
17419;Cochabamba;-17,542183679;-66,000400526;51349896,5
17420;Cochabamba;-17,515750108;-65,994038851;51551487,3
17422;Cochabamba;-17,501201333;-66,033101498;51645327,5
