OBJECTID;N_DEPTO;Y;X;id_unico
13366;Chuquisaca;-20,433488401;-64,844326516;34623831,5
13370;Chuquisaca;-20,45066518;-64,873331364;34481677,6
13371;Chuquisaca;-20,619733195;-64,774651205;33831262,1
13372;Chuquisaca;-20,60749383;-64,812092095;33817980,8
13373;Chuquisaca;-20,630263206;-64,78819077;33753045,4
13374;Chuquisaca;-20,60038488;-64,774227928;33927102,5
13375;Chuquisaca;-20,611795418;-64,798926819;33822608,2
13376;Chuquisaca;-20,615890362;-64,783439787;33832863,2
13379;Chuquisaca;-20,585655922;-64,781096441;33986182,3
13381;Chuquisaca;-20,580835199;-64,78106163;34010023,5
13382;Chuquisaca;-20,581502219;-64,774409066;34019729,1
13384;Chuquisaca;-20,43023265;-64,794452899;34735475,7
13386;Chuquisaca;-20,437631919;-64,7834857;34719154
13387;Chuquisaca;-20,417854953;-64,777114456;34831051,5
13389;Chuquisaca;-20,533724949;-64,711246373;34378898,2
13390;Chuquisaca;-20,537180593;-64,674382019;34433645,3
13395;Chuquisaca;-20,565204732;-64,722413138;34201662,3
13398;Chuquisaca;-20,567253799;-64,741125416;34155009
13399;Chuquisaca;-20,627421264;-64,876757086;33593274,4
13400;Chuquisaca;-20,6387942;-64,863428268;33563445,9
13402;Chuquisaca;-20,609879756;-64,879176885;33675057,9
13404;Chuquisaca;-20,581615617;-64,890513296;33792890,6
13408;Chuquisaca;-20,089064794;-65,25833346;35670669,2
13409;Chuquisaca;-20,066774036;-65,235312956;35832227,7
13410;Chuquisaca;-20,11047875;-65,21340661;35633694,9
13411;Chuquisaca;-20,108293953;-65,234375098;35608503,7
13412;Chuquisaca;-20,186798197;-65,163878437;35312304,3
13416;Chuquisaca;-20,014305926;-65,219532261;36146188
13417;Chuquisaca;-19,939746042;-65,213545456;36566791
13418;Chuquisaca;-19,974154341;-65,206601505;36388926,8
13420;Chuquisaca;-19,989482218;-65,190658335;36332234,4
13421;Chuquisaca;-19,950849137;-65,196993943;36533813,6
13424;Chuquisaca;-20,047064831;-65,139549152;36107143,5
13425;Chuquisaca;-20,041447511;-65,10188214;36203776,4
13426;Chuquisaca;-20,037429003;-65,126084545;36183064,9
13428;Chuquisaca;-20,016991632;-65,17243905;36213316,3
13429;Chuquisaca;-20,051571718;-65,129498321;36100361
13430;Chuquisaca;-20,030313088;-65,124299557;36224838,8
13432;Chuquisaca;-20,028758176;-65,181126235;36133982,4
13433;Chuquisaca;-20,235318856;-65,09451928;35180535,5
13434;Chuquisaca;-20,061528128;-65,219913417;35887718,4
13436;Chuquisaca;-20,241110821;-65,121764976;35100363,1
13437;Chuquisaca;-20,24924701;-65,177345367;34956311,3
13438;Chuquisaca;-20,213539521;-65,155783573;35184617,9
13439;Chuquisaca;-20,219931918;-65,147202193;35166225,1
13440;Chuquisaca;-20,225740141;-65,144071219;35141117,4
13441;Chuquisaca;-20,26199858;-65,150397644;34938010,7
13442;Chuquisaca;-20,261016159;-65,139376416;34963290,9
13443;Chuquisaca;-20,245619027;-65,136160727;35050362,4
13444;Chuquisaca;-20,273827634;-65,176648179;34827774,2
13445;Chuquisaca;-20,283588485;-65,092372421;34930753,2
13446;Chuquisaca;-20,277743977;-65,11122505;34926803,6
13447;Chuquisaca;-20,273279075;-65,098270517;34973980,3
13448;Chuquisaca;-20,26390822;-65,102176342;35016038,5
13449;Chuquisaca;-20,175750708;-65,151239972;35393938
13450;Chuquisaca;-20,167547448;-65,140396693;35457184,7
13451;Chuquisaca;-20,145781266;-65,135717768;35581916,5
13454;Chuquisaca;-20,136761255;-65,184528625;35543240,1
13455;Chuquisaca;-20,142261532;-65,191275998;35501673,4
13456;Chuquisaca;-20,174751472;-65,19544217;35320024,2
13460;Chuquisaca;-20,295249941;-65,13877038;34784445,1
13461;Chuquisaca;-20,056369731;-65,275823661;35818298,8
13462;Chuquisaca;-20,05751785;-65,254611021;35848975,7
13464;Chuquisaca;-20,053066214;-65,286891417;35817118,2
13465;Chuquisaca;-20,011729562;-65,272632912;36068489,7
13467;Chuquisaca;-20,035246108;-65,272246683;35940100,1
13468;Chuquisaca;-20,060942664;-65,254235449;35830946,8
13469;Chuquisaca;-20,034669042;-65,249027334;35983542,7
13470;Chuquisaca;-20,043110811;-65,265085191;35909466,8
13473;Chuquisaca;-20,120393599;-65,133722324;35721595,6
13475;Chuquisaca;-20,121370695;-65,115206514;35749336,8
13476;Chuquisaca;-20,064635494;-65,142966845;36005900
13482;Chuquisaca;-20,068483695;-65,154575797;35964624,4
13484;Chuquisaca;-20,072935041;-65,13329911;35978043,6
13491;Chuquisaca;-20,053795217;-65,080022918;36175494,3
13492;Chuquisaca;-20,220668368;-65,111299627;35227408,2
13494;Chuquisaca;-20,102501381;-65,134771831;35815941,7
13495;Chuquisaca;-20,324047958;-64,803229428;35258627,5
13498;Chuquisaca;-20,289928547;-64,792899126;35453140,8
13500;Chuquisaca;-20,261321597;-64,790543531;35604966,8
13502;Chuquisaca;-20,357006708;-64,692819796;35299356,7
13503;Chuquisaca;-20,367477216;-64,667441435;35294648,8
13504;Chuquisaca;-20,358840786;-64,701734116;35273126,9
13505;Chuquisaca;-20,372279258;-64,675089117;35255813,2
13506;Chuquisaca;-20,359446561;-64,767388294;35145542,3
13507;Chuquisaca;-20,357468;-64,787336673;35117869,4
13508;Chuquisaca;-20,368339993;-64,776024051;35083959,3
13509;Chuquisaca;-20,35197855;-64,771228431;35176290,8
13510;Chuquisaca;-20,368811127;-64,765341998;35101814,6
13512;Chuquisaca;-20,257077689;-64,829111909;35555163,6
13514;Chuquisaca;-20,244648113;-64,798820914;35675781,3
13518;Chuquisaca;-20,388187882;-64,787755861;34960915,4
13519;Chuquisaca;-20,373007468;-64,832788535;34952748,7
13520;Chuquisaca;-20,358259926;-64,802033962;35086051,6
13522;Chuquisaca;-20,384478147;-64,875388688;34813736,2
13526;Chuquisaca;-20,388917862;-64,743248665;35041859,6
13530;Chuquisaca;-20,3270722;-64,866095575;35125108,9
13531;Chuquisaca;-20,280536792;-64,762101231;35559066,5
13534;Chuquisaca;-20,316242351;-64,716679801;35461502,6
13535;Chuquisaca;-20,282952484;-64,839978431;35401167,5
13536;Chuquisaca;-20,30071004;-64,840956579;35307778,6
13550;Chuquisaca;-20,349153276;-64,745720146;35238928,6
13553;Chuquisaca;-20,308263487;-64,754587391;35430904,6
13554;Chuquisaca;-20,321201735;-64,756183992;35361715,7
13557;Chuquisaca;-20,028511688;-64,799585284;36810002,3
13558;Chuquisaca;-20,03136666;-64,799618428;36794727,4
13559;Chuquisaca;-20,021624522;-64,792300145;36859772,6
13560;Chuquisaca;-19,971729538;-64,74779561;37205858,7
13561;Chuquisaca;-19,953442064;-64,7253077;37343832
13564;Chuquisaca;-19,945058978;-64,736105599;37369631,6
13565;Chuquisaca;-19,962497028;-64,712499081;37318138,8
13566;Chuquisaca;-20,047205648;-64,841670222;36634927,7
13568;Chuquisaca;-20,031940553;-64,867739347;36669809
13569;Chuquisaca;-20,033328797;-64,852511854;36689582,3
13570;Chuquisaca;-20,021130667;-64,843076583;36771646,8
13573;Chuquisaca;-19,940944266;-64,742745892;37379964,2
13574;Chuquisaca;-19,941396728;-64,752965172;37359434,1
13575;Chuquisaca;-19,934431774;-64,771317633;37364470,8
13576;Chuquisaca;-19,918931789;-64,758343907;37470920,5
13577;Chuquisaca;-19,935664804;-64,751218703;37393355
13580;Chuquisaca;-20,063886938;-64,794383835;36631254
13581;Chuquisaca;-20,105199778;-64,78767099;36424924,6
13582;Chuquisaca;-20,04410757;-64,786310192;36750815,9
13583;Chuquisaca;-20,086742482;-64,748887938;36592693,5
13584;Chuquisaca;-20,089148456;-64,778265815;36526697,6
13585;Chuquisaca;-20,107588383;-64,74617045;36487853,5
13586;Chuquisaca;-20,067719985;-64,624803409;36918571,1
13587;Chuquisaca;-20,060899758;-64,67125114;36869908,1
13588;Chuquisaca;-20,052654513;-64,624292722;36998676,8
13589;Chuquisaca;-20,055365477;-64,651346497;36935222,1
13591;Chuquisaca;-19,95245409;-64,808347626;37201968,4
13592;Chuquisaca;-19,923433306;-64,80183667;37370035,7
13594;Chuquisaca;-20,00795022;-64,648724901;37190450,9
13596;Chuquisaca;-20,040622505;-64,659008561;36999059,9
13598;Chuquisaca;-20,04990852;-64,70188623;36872368,3
13599;Chuquisaca;-20,05967136;-64,708816321;36808239,4
13600;Chuquisaca;-19,973181727;-64,682041325;37315442,9
13601;Chuquisaca;-20,007148084;-64,704981262;37093462,2
13602;Chuquisaca;-19,996943995;-64,680489424;37191702,3
13603;Chuquisaca;-19,956177049;-64,790592641;37213333,7
13604;Chuquisaca;-19,955038231;-64,779110445;37239791,6
13605;Chuquisaca;-19,945329465;-64,780390587;37289751,5
13606;Chuquisaca;-19,919476052;-64,793337133;37406371,9
13610;Chuquisaca;-19,908940978;-64,727346144;37579450,7
13612;Chuquisaca;-19,928098097;-64,697672066;37528849,3
13613;Chuquisaca;-19,932696404;-64,67540819;37543702,5
13614;Chuquisaca;-19,941223387;-64,694552561;37463983
13616;Chuquisaca;-19,885891382;-64,761756694;37643551,6
13617;Chuquisaca;-19,855964822;-64,727572751;37865651,9
13622;Chuquisaca;-19,874272333;-64,777117908;37679716
13624;Chuquisaca;-19,9631217;-64,798797074;37161460,2
13625;Chuquisaca;-19,985201382;-64,794964162;37049745,5
13626;Chuquisaca;-19,974785186;-64,802356014;37092486,1
13627;Chuquisaca;-20,025773103;-64,742620557;36926819,2
13630;Chuquisaca;-20,020621084;-64,776507206;36893413,2
13631;Chuquisaca;-20,079240661;-64,846344613;36456107,9
13632;Chuquisaca;-20,087002421;-64,850619058;36407209
13634;Chuquisaca;-20,070649519;-64,872226552;36455212,9
13636;Chuquisaca;-20,114369608;-64,8775332;36213555,9
13637;Chuquisaca;-20,016930547;-64,677379121;37091197,8
13638;Chuquisaca;-20,198000267;-65,280942237;35042588,9
13639;Chuquisaca;-20,205437657;-65,285998933;34993687,4
13640;Chuquisaca;-20,200677861;-65,287243813;35016972,7
13643;Chuquisaca;-20,226768136;-65,263831699;34919410,4
13644;Chuquisaca;-20,209619929;-65,233974171;35064582,2
13645;Chuquisaca;-20,208407586;-65,270768096;35005050,7
13646;Chuquisaca;-20,205860105;-65,25367108;35049317,4
13647;Chuquisaca;-20,283369675;-65,225139331;34689044,8
13648;Chuquisaca;-20,371920604;-65,010798737;34623326,4
13649;Chuquisaca;-20,451751377;-64,912206715;34402033,5
13650;Chuquisaca;-20,43340274;-64,948606189;34425927,5
13651;Chuquisaca;-20,439877205;-64,923873239;34440006,7
13652;Chuquisaca;-20,44332383;-64,939918896;34392013,2
13654;Chuquisaca;-20,434302919;-64,936363006;34444584,5
13655;Chuquisaca;-20,395827807;-64,924394462;34663234,7
13656;Chuquisaca;-20,411162077;-64,89552711;34639704,9
13657;Chuquisaca;-20,424096361;-64,907838391;34550595,5
13658;Chuquisaca;-20,415070395;-64,927125683;34559941,5
13659;Chuquisaca;-20,394428284;-65,026937662;34477307
13661;Chuquisaca;-20,347092455;-65,008163846;34756301,3
13662;Chuquisaca;-20,343674821;-65,014905225;34761394,8
13665;Chuquisaca;-20,438344552;-64,959619511;34379901,6
13668;Chuquisaca;-20,348080534;-64,918167581;34919533,7
13669;Chuquisaca;-20,356955028;-64,955510668;34803909,1
13670;Chuquisaca;-20,36666788;-64,932033309;34798077,1
13673;Chuquisaca;-20,381474682;-65,041540678;34516561,9
13674;Chuquisaca;-20,406365177;-64,954294795;34552958,1
13675;Chuquisaca;-20,403696757;-64,996466982;34487068,1
13677;Chuquisaca;-20,388352637;-64,974667659;34606722,1
13678;Chuquisaca;-20,37922666;-64,971028718;34660370,2
13680;Chuquisaca;-20,194104968;-64,622216541;36265360,7
13681;Chuquisaca;-20,200630364;-64,608234615;36257742,7
13682;Chuquisaca;-20,212658632;-64,661499017;36096488,8
13683;Chuquisaca;-20,207158428;-64,633342621;36177302,9
13684;Chuquisaca;-20,229740779;-64,621454934;36083278,8
13685;Chuquisaca;-20,127308209;-64,602711045;36647643
13686;Chuquisaca;-20,096473202;-64,615559033;36784834,7
13687;Chuquisaca;-20,145087419;-64,63525153;36495158,7
13689;Chuquisaca;-20,083563184;-64,638505162;36810436,9
13690;Chuquisaca;-20,427868252;-64,644626726;35034608,8
13692;Chuquisaca;-20,285749372;-64,648341618;35745970,5
13694;Chuquisaca;-20,298523354;-64,659664592;35659443,4
13695;Chuquisaca;-20,174226829;-64,654089412;36309038,4
13696;Chuquisaca;-20,170851569;-64,628897042;36373197,3
13697;Chuquisaca;-20,160600008;-64,675538638;36340150,3
13698;Chuquisaca;-20,277790304;-64,618113435;35843554,5
13700;Chuquisaca;-20,266041704;-64,593148692;35950548,7
13702;Chuquisaca;-20,31199015;-64,629321839;35648232
13704;Chuquisaca;-20,363536247;-64,624113106;35397151,4
13705;Chuquisaca;-20,387854658;-64,608783409;35304048,9
13706;Chuquisaca;-20,106191879;-64,706276047;36567960,3
13707;Chuquisaca;-20,107744502;-64,678147761;36611233,7
13708;Chuquisaca;-20,139778048;-64,667207163;36463917,2
13709;Chuquisaca;-20,219332115;-64,682910526;36022182,6
13710;Chuquisaca;-20,419109071;-64,584230705;35194670,6
13713;Chuquisaca;-19,909894797;-64,997811951;37101924,4
13716;Chuquisaca;-19,909940968;-64,930391781;37218538
13717;Chuquisaca;-19,909755995;-64,970335153;37150238,3
13718;Chuquisaca;-19,931632627;-64,933957518;37094140,2
13719;Chuquisaca;-19,939047858;-64,96165607;37005473,6
13720;Chuquisaca;-19,958566999;-64,928985689;36956552,6
13721;Chuquisaca;-19,941412217;-64,908589172;37085335,2
13723;Chuquisaca;-20,024094656;-65,086083365;36325604
13724;Chuquisaca;-20,050288293;-65,081331946;36192132,2
13725;Chuquisaca;-20,01770864;-65,083252089;36365225,7
13726;Chuquisaca;-20,034131149;-65,083291463;36276101,5
13727;Chuquisaca;-20,006550987;-65,038520356;36504227,2
13728;Chuquisaca;-20,000386957;-65,056135944;36506798,3
13729;Chuquisaca;-19,981618066;-65,056029026;36609069,2
13731;Chuquisaca;-19,894647746;-65,061028233;37076828,7
13736;Chuquisaca;-20,035380742;-64,941637966;36519768,4
13737;Chuquisaca;-20,046447591;-64,965659916;36417648,9
13738;Chuquisaca;-20,003770499;-64,939173935;36694230,6
13740;Chuquisaca;-20,019928188;-64,901261001;36674482,9
13741;Chuquisaca;-19,999327753;-64,946415371;36705409,9
13750;Chuquisaca;-19,883261689;-64,931548999;37362343,4
13759;Chuquisaca;-19,995824255;-65,010931368;36610808,3
13760;Chuquisaca;-19,92282075;-64,90433677;37193762,6
13761;Chuquisaca;-19,881025169;-65,003541265;37250517,8
13762;Chuquisaca;-20,020067658;-64,918006321;36643995,3
13763;Chuquisaca;-20,321589306;-65,039246743;34830595,3
13764;Chuquisaca;-20,241966551;-64,96085622;35390275,9
13766;Chuquisaca;-20,264444329;-64,971891329;35252584
13767;Chuquisaca;-20,277629129;-64,97280676;35182194,7
13768;Chuquisaca;-20,290025957;-64,946453931;35166560,5
13769;Chuquisaca;-20,269733477;-64,946476786;35271963,7
13770;Chuquisaca;-20,245152527;-64,946311335;35400395,5
13771;Chuquisaca;-20,309539667;-65,068036796;34839995,5
13772;Chuquisaca;-20,314243194;-65,061210335;34828115,8
13773;Chuquisaca;-20,292657129;-64,999201622;35055173,1
13774;Chuquisaca;-20,292387089;-65,011066265;35034636,5
13775;Chuquisaca;-20,30860698;-65,018493186;34936515,8
13776;Chuquisaca;-20,242571156;-65,016403522;35285131,8
13777;Chuquisaca;-20,227111109;-65,027720423;35345618,2
13778;Chuquisaca;-20,227756428;-65,006700167;35380653,5
13779;Chuquisaca;-20,223296296;-65,023965907;35372541,5
13780;Chuquisaca;-20,206627261;-65,014605493;35477384,6
13783;Chuquisaca;-20,200984918;-64,73812368;36014664,3
13785;Chuquisaca;-20,131628518;-64,922507865;36040802,9
13786;Chuquisaca;-20,119949112;-64,93675314;36076987,6
13788;Chuquisaca;-20,120411947;-64,958229847;36035809,4
13789;Chuquisaca;-20,230154239;-65,061445356;35268042,1
13790;Chuquisaca;-20,260305505;-65,042917827;35143535,8
13791;Chuquisaca;-20,235434312;-65,058182917;35246195,6
13792;Chuquisaca;-20,240897813;-65,071315584;35193463,1
13796;Chuquisaca;-20,166325511;-64,855674177;35979394
13798;Chuquisaca;-20,191140298;-64,795230173;35960451,7
13799;Chuquisaca;-20,209399109;-64,798896373;35858588,5
13801;Chuquisaca;-20,084786402;-65,015717893;36122869,6
13805;Chuquisaca;-20,16209739;-65,037568895;35671287,6
13806;Chuquisaca;-20,155598496;-65,047785726;35687391
13807;Chuquisaca;-20,134267232;-65,061513544;35776348,8
13809;Chuquisaca;-20,164733187;-65,035256886;35661471,6
13811;Chuquisaca;-20,253963119;-64,894785906;35449585
13812;Chuquisaca;-20,255511084;-65,007346392;35233969,7
13813;Chuquisaca;-20,248971219;-64,999414798;35282768,8
13814;Chuquisaca;-20,258553822;-64,997608667;35235963,1
13815;Chuquisaca;-20,264631878;-65,008419844;35184300,8
13816;Chuquisaca;-20,270518429;-65,001560834;35166188,8
13817;Chuquisaca;-20,160195396;-64,94977939;35840279
13818;Chuquisaca;-20,201963962;-64,932654476;35651544,8
13819;Chuquisaca;-20,197732146;-64,880381628;35769497
13820;Chuquisaca;-20,199833378;-64,918969791;35687770,6
13821;Chuquisaca;-20,202799427;-64,945955311;35622828,5
13822;Chuquisaca;-20,192535853;-64,891278815;35776744,9
13824;Chuquisaca;-20,21236738;-64,9039778;35649595,5
13825;Chuquisaca;-20,151341886;-64,925333887;35931421,2
13826;Chuquisaca;-20,178876052;-64,944194843;35751877,1
13827;Chuquisaca;-20,218564356;-64,930553989;35568376,7
13828;Chuquisaca;-20,300853482;-64,905068612;35187412,3
13829;Chuquisaca;-20,316511518;-64,923635441;35071916,4
13830;Chuquisaca;-20,314099825;-64,914602031;35101217,8
13831;Chuquisaca;-20,325053075;-64,905359009;35061995,9
13832;Chuquisaca;-20,285609511;-65,031512067;35032209,8
13833;Chuquisaca;-20,287722993;-65,028657791;35026450,1
13834;Chuquisaca;-20,287082642;-65,035218327;35017687,4
13835;Chuquisaca;-20,266687992;-65,013547743;35164117,1
13836;Chuquisaca;-20,270200286;-65,018262818;35137083,6
13837;Chuquisaca;-20,278541579;-65,034654351;35063319,5
13838;Chuquisaca;-20,265103362;-65,025966764;35149556,1
13839;Chuquisaca;-20,288179712;-65,037855772;35007098,3
13840;Chuquisaca;-20,284588391;-65,029641131;35040988,6
13841;Chuquisaca;-20,127494491;-65,006139587;35911899,3
13842;Chuquisaca;-20,11938315;-64,995699833;35973864,5
13843;Chuquisaca;-20,133187705;-65,011387505;35872152,7
13844;Chuquisaca;-20,216870482;-65,044941044;35368127,4
13845;Chuquisaca;-20,209764928;-65,058462745;35381015,6
13846;Chuquisaca;-20,207126566;-65,052245689;35406251,1
13849;Chuquisaca;-20,19455151;-65,013686153;35542748,4
13851;Chuquisaca;-20,209316205;-64,992680721;35503208,1
13852;Chuquisaca;-20,208344521;-65,029676112;35440882,8
13853;Chuquisaca;-20,237064889;-64,993867443;35355316,4
13854;Chuquisaca;-20,209549516;-64,977458037;35529780,9
13858;Chuquisaca;-20,29110745;-64,891178219;35263664,1
13859;Chuquisaca;-20,273475884;-64,921619502;35298513,9
13860;Chuquisaca;-20,281337467;-64,884347642;35326921,5
13861;Chuquisaca;-20,287529162;-64,885899069;35291995,8
13863;Chuquisaca;-20,276929687;-64,925857677;35272725,7
13864;Chuquisaca;-20,268181165;-65,050559534;35088251,2
13865;Chuquisaca;-20,281706018;-65,068346957;34984766,3
13866;Chuquisaca;-20,273430771;-65,058157328;35046806,8
13867;Chuquisaca;-20,286277455;-65,067265363;34962846,7
13868;Chuquisaca;-20,159161748;-64,89550612;35944401,5
13869;Chuquisaca;-20,174341125;-64,926535089;35807935,4
13870;Chuquisaca;-20,153648115;-64,887266619;35988448,8
13871;Chuquisaca;-20,167809639;-64,894688004;35900367,9
13872;Chuquisaca;-20,181497116;-64,903443519;35812425,2
13874;Chuquisaca;-20,640615889;-65,210045084;32879554,3
13877;Chuquisaca;-20,627276299;-65,18621814;32992390,5
13880;Chuquisaca;-20,635178816;-65,175027192;32974439,3
13881;Chuquisaca;-20,616085338;-65,19498052;33031642,6
13882;Chuquisaca;-20,632972603;-65,201528691;32934292
13884;Chuquisaca;-20,657761164;-65,249242052;32717960
13889;Chuquisaca;-20,648046053;-65,241829026;32780947,9
13890;Chuquisaca;-20,652220225;-65,234060079;32775045,1
13891;Chuquisaca;-20,650190063;-65,23074134;32791623,6
13892;Chuquisaca;-20,650129379;-65,2438707;32766564,8
13894;Chuquisaca;-20,550232193;-65,199705873;33355005,4
13895;Chuquisaca;-20,53603363;-65,218065037;33392211,3
13898;Chuquisaca;-20,540166502;-65,217705301;33371868,3
13899;Chuquisaca;-20,557889646;-65,197999346;33319436,6
13900;Chuquisaca;-20,543861859;-65,203749474;33379639,2
13902;Chuquisaca;-20,609337647;-65,184558751;33085606,2
13904;Chuquisaca;-20,601093159;-65,167274419;33160300,8
13909;Chuquisaca;-20,645466215;-65,033315701;33198320
13910;Chuquisaca;-20,616785771;-65,062746183;33283643,3
13911;Chuquisaca;-20,670252837;-65,06419909;33015368,6
13913;Chuquisaca;-20,669254052;-65,095010471;32960177,5
13914;Chuquisaca;-20,607515532;-65,025257728;33402514,2
13915;Chuquisaca;-20,518137777;-65,208879453;33500817
13916;Chuquisaca;-20,530184208;-65,201410294;33453624,4
13917;Chuquisaca;-20,610501793;-65,109614507;33224312,1
13918;Chuquisaca;-20,62959835;-65,136931072;33076024,9
13919;Chuquisaca;-20,797231051;-65,199704715;32124814,5
13920;Chuquisaca;-20,817148578;-65,231306406;31965018
13921;Chuquisaca;-20,799800027;-65,220004656;32072138,6
13922;Chuquisaca;-20,79792418;-65,228626155;32064290,4
13923;Chuquisaca;-20,802728641;-65,225790925;32046382,4
13924;Chuquisaca;-20,811222701;-65,227255228;32001970,7
13926;Chuquisaca;-20,800279514;-65,158219941;32192023,3
13927;Chuquisaca;-20,774406262;-65,106922846;32419744,3
13929;Chuquisaca;-20,799794685;-65,096270599;32317249,9
13930;Chuquisaca;-20,769385608;-65,097157835;32463558,8
13931;Chuquisaca;-20,785020782;-65,126534461;32329158,4
13932;Chuquisaca;-20,758359568;-65,347180072;32026418,1
13937;Chuquisaca;-20,827259577;-65,328142295;31724148,5
13938;Chuquisaca;-20,740306676;-65,234613636;32335867,7
13940;Chuquisaca;-20,756145039;-65,229551514;32267649,2
13941;Chuquisaca;-20,737862706;-65,237530709;32342235,5
13942;Chuquisaca;-20,737455773;-65,232547576;32353998,6
13943;Chuquisaca;-20,747485703;-65,236791941;32296151,4
13944;Chuquisaca;-20,745775757;-65,232042212;32313898,2
13945;Chuquisaca;-20,758223018;-65,234418265;32247859,1
13947;Chuquisaca;-20,654490495;-65,201245742;32827171,6
13948;Chuquisaca;-20,645743659;-65,218022039;32838465,1
13949;Chuquisaca;-20,671393064;-65,215869558;32714463,7
13950;Chuquisaca;-20,661326278;-65,213851866;32768613,3
13951;Chuquisaca;-20,673771959;-65,21697936;32700448,7
13952;Chuquisaca;-20,640380246;-65,201387072;32897461,1
13956;Chuquisaca;-20,652967062;-65,206620156;32824379,6
13957;Chuquisaca;-20,644470601;-65,216328512;32848111,7
13959;Chuquisaca;-20,672292042;-65,186694378;32766623,9
13960;Chuquisaca;-20,643494997;-65,202524318;32879673,4
13962;Chuquisaca;-20,648815722;-65,218244261;32822657,5
13963;Chuquisaca;-20,68228918;-65,220528745;32651117,7
13965;Chuquisaca;-20,659446877;-65,206743067;32791769,9
13966;Chuquisaca;-20,668184988;-65,211717331;32738518
13967;Chuquisaca;-20,647024991;-65,137290615;32988381,6
13968;Chuquisaca;-20,72116667;-65,229402155;32440740,5
13970;Chuquisaca;-20,686938734;-65,221106663;32626847,1
13971;Chuquisaca;-20,690390794;-65,218504595;32614732,3
13973;Chuquisaca;-20,694877248;-65,227062737;32575773
13975;Chuquisaca;-20,701122331;-65,225323144;32548121,7
13976;Chuquisaca;-20,698483604;-65,224293818;32563235,6
13978;Chuquisaca;-20,698881551;-65,228658078;32552762,1
13979;Chuquisaca;-20,693503071;-65,221789296;32592865,8
13980;Chuquisaca;-20,703008148;-65,226163232;32537119,1
13981;Chuquisaca;-20,713582806;-65,227480708;32482076
13985;Chuquisaca;-20,623029308;-65,239110694;32911798,1
13986;Chuquisaca;-20,606869589;-65,228655824;33013249,6
13987;Chuquisaca;-20,601304809;-65,238022438;33023339,3
13988;Chuquisaca;-20,632554918;-65,226885052;32887476,8
13989;Chuquisaca;-20,610796443;-65,240355229;32970997,6
13990;Chuquisaca;-20,587529395;-65,276134913;33020072,1
13992;Chuquisaca;-20,863467817;-65,225595066;31751107,8
13993;Chuquisaca;-20,859997454;-65,22204441;31774997,3
13995;Chuquisaca;-20,836444275;-65,2192213;31894961,1
13996;Chuquisaca;-20,835362389;-65,227628463;31883534,5
13997;Chuquisaca;-20,874285061;-65,23217837;31685610,4
13998;Chuquisaca;-20,73018502;-65,147547418;32556452
13999;Chuquisaca;-20,722764627;-65,133245057;32621056,6
14000;Chuquisaca;-20,755947997;-65,105599447;32512549,9
14001;Chuquisaca;-20,729585491;-65,124501529;32604651,9
14002;Chuquisaca;-20,795788472;-65,23119096;32069684,7
14003;Chuquisaca;-20,775413017;-65,229291026;32173369,1
14004;Chuquisaca;-20,76387623;-65,234072422;32220698,5
14006;Chuquisaca;-20,794061142;-65,229560505;32081362,5
14007;Chuquisaca;-20,768663044;-65,227346836;32210367,3
14009;Chuquisaca;-20,783542748;-65,217286556;32157116,6
14010;Chuquisaca;-20,775076768;-65,232257316;32169183,7
14011;Chuquisaca;-20,768622487;-65,23391748;32197648,6
14012;Chuquisaca;-20,789861178;-65,230967828;32099166,8
14013;Chuquisaca;-20,412059009;-65,079293912;34288411,1
14016;Chuquisaca;-20,432665403;-65,118477738;34108927,4
14017;Chuquisaca;-20,345125494;-65,091987751;34610518,3
14018;Chuquisaca;-20,325628663;-65,136596373;34629491
14020;Chuquisaca;-20,344105292;-65,079484417;34639025,5
14021;Chuquisaca;-20,482080832;-65,113302222;33865816,7
14022;Chuquisaca;-20,483669893;-65,09068594;33900604,2
14024;Chuquisaca;-20,386265831;-65,073687506;34431712,8
14025;Chuquisaca;-20,392222409;-65,062250339;34422425,2
14026;Chuquisaca;-20,433071097;-65,05118523;34233562,6
14027;Chuquisaca;-20,40534215;-65,033065498;34409760,3
14028;Chuquisaca;-20,5141723;-65,118195245;33693268
14029;Chuquisaca;-20,513976602;-65,092433554;33743334,8
14030;Chuquisaca;-20,521048409;-65,116296959;33661999,8
14031;Chuquisaca;-20,527546021;-65,093167646;33673221,9
14032;Chuquisaca;-20,511333283;-65,102429169;33737694,8
14034;Chuquisaca;-20,50033221;-65,119482053;33761147,4
14035;Chuquisaca;-20,503941168;-65,11005949;33760707,2
14036;Chuquisaca;-20,493809809;-65,118849495;33795540,8
14037;Chuquisaca;-20,505775864;-65,118466958;33735398,2
14038;Chuquisaca;-20,448899873;-65,084407706;34089897,6
14040;Chuquisaca;-20,447280843;-65,093026012;34081916,6
14041;Chuquisaca;-20,555389331;-64,963255465;33782631,9
14042;Chuquisaca;-20,600354883;-64,95115731;33581989,8
14044;Chuquisaca;-20,56898999;-65,11621852;33419919
14046;Chuquisaca;-20,56831611;-65,118545671;33418845,1
14050;Chuquisaca;-20,567224871;-65,071230128;33515250,2
14051;Chuquisaca;-20,489763477;-65,172196847;33715122,5
14052;Chuquisaca;-20,460304363;-65,202123589;33809705,7
14053;Chuquisaca;-20,496011102;-65,145553873;33733678,6
14054;Chuquisaca;-20,467491327;-65,044858397;34069902
