c_manz,lat,long,id_unico
0143080440,-16.2918139768,-68.0623420571,629890544-A
0143080430,-16.2913030163,-68.0623861735,629939678-A
0143080420,-16.2913007208,-68.0625201221,629942070-A
0143080410,-16.2914333016,-68.0626435847,629931511-A
0143070090,-16.2858756165,-68.0657381811,630508637-A
0143070080,-16.2855717687,-68.0657786741,630538104-A
0143070070,-16.2855489089,-68.0656846631,630538739-A
0143070060,-16.2855952539,-68.0654713923,630530868-A
0143070050,-16.2855010372,-68.0651070255,630533861-A
0143070040,-16.2855303565,-68.0653276772,630534678-A
0143070020,-16.2854370211,-68.0657519734,630550444-A
0142970180,-16.291049529,-68.0654163097,630012939-A
0142970170,-16.2913094346,-68.0653709547,629987568-A
0142970160,-16.2910900062,-68.0651859875,630005357-A
0150900010,-16.2942953973,-68.0626725869,629660789-A
0150900020,-16.294253805,-68.062595746,629663484-A
0150890050,-16.2959051321,-68.063447722,629520844-A
0150890100,-16.3003638521,-68.0625109106,629083299-A
0150890160,-16.3008194675,-68.0624839548,629039709-A
0150890120,-16.3006919223,-68.0621766646,629046820-A
0150880120,-16.3016214415,-68.063660202,628982775-A
0150880240,-16.3021830095,-68.0639917095,628934948-A
0150880230,-16.3019986806,-68.0637109793,628947866-A
0150900080,-16.2946249481,-68.0630130675,629635088-A
0150870080,-16.3003897604,-68.06440298,629111465-A
0150890150,-16.3005661669,-68.0626089205,629065722-A
0150880070,-16.3010614498,-68.0632142837,629028603-A
0150900170,-16.2953718802,-68.0629535906,629563355-A
0150870110,-16.3002830079,-68.0638668682,629112898-A
0150870140,-16.3003774751,-68.0636033024,629099684-A
0150890180,-16.3005836893,-68.0631331498,629072543-A
0150900160,-16.2953324435,-68.0628430603,629565299-A
0150900190,-16.2952575148,-68.0633392091,629580443-A
0150880090,-16.3015715144,-68.0633658821,628982743-A
0150870241,-16.3011035674,-68.0639175733,629035992-A
0150900090,-16.2947303964,-68.0631015535,629626532-A
0150870010,-16.2955487384,-68.0641664497,629566268-A
0150900230,-16.2955545292,-68.0632398356,629550691-A
0150890110,-16.300545618,-68.0622731425,629062237-A
0150890140,-16.3005479315,-68.0624330671,629064605-A
0150870220,-16.3011576368,-68.0634598107,629023464-A
0150870250,-16.3013193713,-68.0638094337,629013801-A
0150900200,-16.2949395083,-68.063459538,629612525-A
0150890010,-16.2956957559,-68.0634319125,629540425-A
0150890020,-16.2958193921,-68.0630034048,629521764-A
0150890030,-16.2958384721,-68.0631337596,629522070-A
0150870160,-16.3006778428,-68.0641570824,629080195-A
0150870050,-16.3001711494,-68.0639684332,629125138-A
0150880020,-16.300739694,-68.0632828284,629060188-A
0150890130,-16.3007469379,-68.0623492764,629044401-A
0150880030,-16.3008121492,-68.0631167688,629050638-A
0150870170,-16.3007113552,-68.064299422,629079325-A
0150890071,-16.3000646215,-68.063442766,629126720-A
0150900240,-16.2954847847,-68.0630924396,629554909-A
0150900100,-16.2950292282,-68.0629277538,629595400-A
0150900140,-16.2954845064,-68.0625968713,629546902-A
0150870070,-16.3001770577,-68.0646279732,629135258-A
0150870090,-16.300358312,-68.0642403418,629111811-A
0150900210,-16.2952236625,-68.0634762591,629585873-A
0150890190,-16.3007371633,-68.0629492092,629055030-A
0150870210,-16.3009366891,-68.063493783,629044942-A
0150850240,-16.3004045985,-68.0647387066,629115496-A
0150850090,-16.2956454951,-68.0656391705,629581000-A
0150870180,-16.3010258033,-68.0641205788,629046644-A
0150870060,-16.3001566169,-68.0643258418,629132302-A
0150880210,-16.3019582551,-68.0639412987,628955420-A
0150880050,-16.3009716426,-68.0630165673,629033911-A
0150880040,-16.3010283471,-68.0628297292,629025518-A
0150890170,-16.3007378208,-68.062693516,629050832-A
0150890090,-16.3004131294,-68.0627597451,629082657-A
0150880160,-16.3017513694,-68.0642519246,628980042-A
0150880220,-16.3018926633,-68.0638455196,628960084-A
0150870100,-16.3003107892,-68.0640319118,629112938-A
0150900221,-16.295523638,-68.063376103,629555828-A
0150900220,-16.2953976669,-68.0635226427,629570139-A
0150890080,-16.3002530213,-68.0631347473,629103889-A
0150900030,-16.2945469309,-68.0626144019,629636014-A
0150900130,-16.2957931136,-68.0623937192,629514372-A
0140789010,-16.2933941162,-68.0646348095,629778036-A
0142880220,-16.2941099244,-68.0655463667,629725009-A
0142880210,-16.2941086791,-68.0656416427,629726674-A
0142880200,-16.2937570155,-68.0654985864,629757677-A
0142880190,-16.2934930229,-68.0654551274,629781989-A
0142880180,-16.2938278333,-68.0657013674,629754260-A
0140790110,-16.2935383218,-68.0704037923,629858206-A
0140790100,-16.2937126617,-68.0703449484,629840720-A
0140790090,-16.2939708012,-68.0702323842,629814414-A
0142880080,-16.2937221311,-68.0658894336,629767333-A
0140790070,-16.2935366313,-68.0659282804,629785544-A
0140790060,-16.2934185589,-68.0657815517,629794350-A
0140790050,-16.2932644413,-68.0655972252,629805960-A
0140790040,-16.2932641078,-68.0658400853,629809939-A
0140790030,-16.2934309616,-68.0701010209,629863452-A
0140790020,-16.2933925799,-68.0705914288,629875080-A
0140790010,-16.2936831945,-68.0708282965,629851387-A
0143018030,-16.2921019175,-68.0647542725,629902435-A
0143018020,-16.2917025478,-68.0647519652,629940247-A
0143018010,-16.2917091062,-68.0648596583,629941376-A
0143018000,-16.2919714491,-68.0641769922,629905420-A
0140780450,-16.2932036354,-68.0647838227,629798507-A
0140780440,-16.2933277213,-68.0648467902,629787771-A
0140780420,-16.2934698616,-68.0651586164,629779366-A
0140780400,-16.2930592478,-68.0653392971,629821215-A
0140780390,-16.292913086,-68.0652208226,629833142-A
0140780380,-16.2928678031,-68.0650846889,629835221-A
0140780370,-16.2929345593,-68.0648946595,629825808-A
0140780360,-16.2929991141,-68.0646840523,629816268-A
0140780350,-16.293108014,-68.0645948981,629804500-A
0140780340,-16.2932291806,-68.0645545815,629792363-A
0140780320,-16.2931017132,-68.064441815,629802611-A
0140780310,-16.2928214961,-68.0642890677,629826685-A
0140780300,-16.2927500882,-68.0644299662,629835740-A
0140780290,-16.2925500802,-68.0642264541,629851388-A
0140780280,-16.2925556794,-68.0640768474,629848428-A
0143010270,-16.2923213011,-68.0641359375,629871598-A
0143010260,-16.2923734884,-68.0642899293,629869154-A
0143010250,-16.2924802699,-68.0643459475,629859945-A
0143010240,-16.2925399326,-68.0644540146,629856047-A
0143010060,-16.291867355,-68.0650176884,629928947-A
0143010050,-16.2918288741,-68.0648823386,629930394-A
0143010040,-16.2917162635,-68.0649478826,629942132-A
0143010030,-16.2916972501,-68.0646407754,629938942-A
0143010020,-16.2915017236,-68.064637887,629957426-A
0143010010,-16.2918457771,-68.0651258697,629932750-A
0143010230,-16.2926882455,-68.0647371314,629846591-A
0143010220,-16.2924146788,-68.064594443,629870198-A
0143010210,-16.292239271,-68.0647482718,629889321-A
0143010200,-16.2921108383,-68.0646290742,629899556-A
0143010190,-16.2921758546,-68.0645552844,629892195-A
0143010170,-16.292164144,-68.0644189577,629891090-A
0143010161,-16.2921491386,-68.0642650394,629890011-A
0143010160,-16.2920484127,-68.0643037454,629900185-A
0143010140,-16.2918920198,-68.0642983977,629914920-A
0143010130,-16.2917397479,-68.0642884001,629929188-A
0143010120,-16.2917069287,-68.0644641294,629935154-A
0143010110,-16.2918520201,-68.0645259637,629922408-A
0143010100,-16.2918489348,-68.0647142941,629925761-A
0143010090,-16.292001285,-68.0645269408,629908278-A
0143010080,-16.2919536023,-68.064827601,629917683-A
0143010070,-16.2920629174,-68.0649976827,629910087-A
0140730271,-16.2845937476,-68.0650381418,630618756-A
0143188120,-16.2844691233,-68.062764048,630593515-A
0143188100,-16.2902457051,-68.0641514828,630068557-A
0143188090,-16.2902027951,-68.0636897962,630065119-A
0143188080,-16.2857692273,-68.0629685817,630473606-A
0143188070,-16.2856386819,-68.062722131,630481969-A
0143188060,-16.2855642179,-68.0626318088,630487557-A
0143188050,-16.2854006856,-68.0621100185,630494566-A
0140738040,-16.2848604687,-68.0649925631,630592725-A
0140738030,-16.2847894001,-68.0651394927,630601859-A
0143188020,-16.2848858828,-68.0626753182,630552565-A
0143188010,-16.2849827854,-68.061812006,630529327-A
0143188000,-16.2840109092,-68.062664833,630635336-A
0143181450,-16.2854856262,-68.0628247689,630498147-A
0143181440,-16.2856877937,-68.0628946306,630480121-A
0143181430,-16.2854236111,-68.0629982634,630506850-A
0143181421,-16.2854181377,-68.0631310891,630509532-A
0143181420,-16.2854868181,-68.0631679463,630503621-A
0143181410,-16.2858382501,-68.0635296551,630476198-A
0143181400,-16.2859928225,-68.0635853943,630462453-A
0143181190,-16.2856722613,-68.0635507168,630492275-A
0143181180,-16.285363064,-68.0632492814,630516677-A
0143181170,-16.2853124553,-68.0630857063,630518811-A
0143181140,-16.2855932331,-68.0630687797,630491920-A
0143181120,-16.285337622,-68.0628700425,630512914-A
0143181040,-16.2851639908,-68.0621283445,630517299-A
0143181020,-16.2854135573,-68.0624568841,630498991-A
0143180980,-16.2852792819,-68.0623160501,630509426-A
0143180960,-16.2850364196,-68.0620743821,630528513-A
0143180930,-16.2851010995,-68.0623552105,630526953-A
0143180920,-16.2851969208,-68.0625982747,630521827-A
0143180910,-16.2849617865,-68.0631262412,630552712-A
0143180900,-16.2851239125,-68.062842937,630532730-A
0143180890,-16.2852963317,-68.0633229743,630524203-A
0140730880,-16.2851939578,-68.0638205249,630542011-A
0140730870,-16.2852813414,-68.0639492369,630535824-A
0140730860,-16.2851038863,-68.0639134556,630552063-A
0140730850,-16.2851738239,-68.0640005963,630546853-A
0140730840,-16.2851375894,-68.0641423086,630552597-A
0140730830,-16.285067821,-68.0640875121,630558318-A
0140730820,-16.2851777816,-68.0651155675,630564647-A
0140730810,-16.2852171587,-68.0654195202,630565869-A
0140730800,-16.2854144969,-68.0654008542,630546855-A
0150850120,-16.3001446704,-68.065472461,629152006-A
0102680890,-16.2741349102,-68.0945080632,632096992-A
0140730790,-16.2853056856,-68.0655584738,630559741-A
0140730780,-16.2853491787,-68.0656280871,630556753-A
0140730770,-16.2851139554,-68.0655992665,630578584-A
0140730760,-16.285043117,-68.0653518933,630581267-A
0140730750,-16.2849482442,-68.0651879326,630587589-A
0140730740,-16.2849831539,-68.0649285932,630580051-A
0140730730,-16.2849756655,-68.0645803741,630575086-A
0140730720,-16.2849179741,-68.0642358759,630574941-A
0140730711,-16.2850129778,-68.0639986811,630562070-A
0143180710,-16.2848921261,-68.063950168,630572736-A
0140730700,-16.285055616,-68.0637880347,630554596-A
0143180690,-16.2849412161,-68.0637652054,630565069-A
0143180680,-16.2848187067,-68.0636997302,630575616-A
0143180670,-16.2850940662,-68.0634518684,630545475-A
0143180660,-16.2851273888,-68.0632157578,630538471-A
0143180630,-16.2848532617,-68.0635427025,630569782-A
0143180620,-16.2848392968,-68.0632957226,630567083-A
0143180610,-16.2847390716,-68.0630417372,630572448-A
0143180600,-16.2846590052,-68.063176946,630582240-A
0143180580,-16.2845314141,-68.063222379,630595075-A
0143180570,-16.2845440625,-68.0629542466,630589509-A
0143180560,-16.28465973,-68.0629734775,630578857-A
0143180550,-16.2849976589,-68.0628399546,630544650-A
0143180540,-16.2849608393,-68.0624830819,630542330-A
0143180530,-16.2847851007,-68.0628637829,630565187-A
0143180520,-16.2847622858,-68.0625963586,630562995-A
0143180510,-16.284841496,-68.0622348709,630549602-A
0143180500,-16.2849353036,-68.0620604022,630537870-A
0143180491,-16.2846511131,-68.0623153419,630568958-A
0143180490,-16.2847084004,-68.0619235363,630557150-A
0143180480,-16.2840842971,-68.06287435,630631792-A
0143180470,-16.2843197111,-68.0623868042,630601536-A
0143180460,-16.2845085623,-68.062349418,630583025-A
0143180450,-16.2844050208,-68.0629767005,630603055-A
0143180440,-16.2842715646,-68.0630276051,630616535-A
0143180430,-16.2843518475,-68.0632208588,630612073-A
0143180420,-16.2846354499,-68.0634915683,630589598-A
0140730410,-16.2843768299,-68.0637064303,630617615-A
0140730400,-16.2844344784,-68.0638078002,630613802-A
0143180390,-16.2844989651,-68.0636484675,630605092-A
0140730380,-16.2843252836,-68.0638518917,630624872-A
0140730370,-16.2845158238,-68.0641803617,630612161-A
0140730360,-16.2846412668,-68.0639335766,630596247-A
0140730350,-16.2846009962,-68.0643830316,630607390-A
0140730340,-16.2847077451,-68.0642013139,630594308-A
0140730330,-16.2847482202,-68.0648302234,630600721-A
0140730320,-16.2847377557,-68.0652739384,630608947-A
0140758040,-16.2920025863,-68.0635067757,629891582-A
0143088030,-16.2906626119,-68.0623956841,630000517-A
0143088020,-16.2905267114,-68.0620154215,630007220-A
0143088010,-16.2911016266,-68.0622876949,629957162-A
0143088000,-16.2924250279,-68.0634584064,629850765-A
0143080760,-16.2926852157,-68.0637976396,629831618-A
0143080750,-16.2925878605,-68.0636709647,629838787-A
0140750530,-16.2918187743,-68.063323214,629906020-A
0143080520,-16.2920303606,-68.0630562566,629881635-A
0143080510,-16.291854342,-68.0629682323,629896885-A
0143080500,-16.2920976463,-68.0629439974,629873436-A
0143080490,-16.291884463,-68.0627569552,629890600-A
0143080470,-16.2917156747,-68.0626279178,629904500-A
0143080460,-16.2918116232,-68.0624837619,629893068-A
0143080400,-16.2913405892,-68.0628661889,629943912-A
0143080390,-16.2915687602,-68.0629449175,629923568-A
0143080380,-16.2914795967,-68.0630606945,629933898-A
0140750270,-16.290988052,-68.0637227512,629991234-A
0140750261,-16.2911185102,-68.0639190873,629982061-A
0140750260,-16.291006245,-68.0638998348,629992388-A
0140750251,-16.2912479929,-68.0639905986,629970952-A
0140750250,-16.2912566143,-68.064102226,629971949-A
0140750240,-16.2910186738,-68.0640215353,629993188-A
0140750230,-16.2907667043,-68.063628492,630010680-A
0140750220,-16.2908240397,-68.0635034473,630003214-A
0140750210,-16.2908556375,-68.06340531,629998625-A
0140750200,-16.2909525411,-68.0634250278,629989762-A
0140750191,-16.2909447402,-68.0632219685,629987203-A
0140750190,-16.2908811997,-68.0632343652,629993425-A
0140750180,-16.2910292125,-68.0632406267,629979501-A
0140750170,-16.2910701147,-68.0630658195,629972785-A
0140750160,-16.2909547821,-68.0630511647,629983476-A
0143080150,-16.290968571,-68.0628638156,629979127-A
0140750140,-16.2910859632,-68.0627910471,629966820-A
0143080130,-16.2909849025,-68.0627091119,629975066-A
0143080120,-16.2908497748,-68.0626891841,629987548-A
0143080110,-16.2908901701,-68.0623636797,629978434-A
0143080100,-16.290985938,-68.0622917139,629968190-A
0143080090,-16.2906733318,-68.0622144958,629996559-A
0143080080,-16.2905881432,-68.0625204247,630009600-A
0140750070,-16.290783978,-68.0632352244,630002653-A
0140750060,-16.290726031,-68.0634295234,630011301-A
0140750050,-16.2906389266,-68.0632636897,630016861-A
0140750040,-16.2906276479,-68.0633647334,630019572-A
0140750030,-16.2905238356,-68.0632061205,630026833-A
0143080020,-16.2904807476,-68.062198515,630014549-A
0140750010,-16.2904060506,-68.0631887891,630037714-A
0143070490,-16.290841171,-68.07043753,630114469-A
0143070480,-16.2906454606,-68.0700484853,630126681-A
0143070450,-16.2905180939,-68.0703198465,630143183-A
0143070440,-16.2901914001,-68.0700491263,630169743-A
0143070430,-16.2904358923,-68.0659550113,630079866-A
0143070420,-16.2904188725,-68.0657977409,630078920-A
0140740410,-16.2905135076,-68.0655534376,630065975-A
0140740400,-16.2904616523,-68.0654336656,630068942-A
0140740390,-16.2903603497,-68.0654108647,630078173-A
0143070380,-16.290156433,-68.065642333,630101267-A
0143070370,-16.2900545842,-68.0655474782,630109377-A
0140740360,-16.2902705435,-68.0653467888,630085642-A
0140740350,-16.2904947351,-68.0651477846,630061156-A
0140740340,-16.2906007224,-68.0650773812,630049965-A
0140740330,-16.2906561059,-68.0649531067,630042695-A
0140740320,-16.290827988,-68.0648438626,630024628-A
0140740310,-16.2908553172,-68.0645741563,630017652-A
0140740300,-16.2907384561,-68.0647249968,630031181-A
0140740290,-16.2905667813,-68.0648448568,630049401-A
0140740280,-16.2904691414,-68.0648901177,630059391-A
0140740270,-16.2903781332,-68.06500602,630069902-A
0140740250,-16.2901847885,-68.0652732898,630092575-A
0143070240,-16.2859677405,-68.0654372773,630494998-A
0143070230,-16.2858872478,-68.0652970675,630500344-A
0140740220,-16.2901219773,-68.0651746711,630096924-A
0140740210,-16.2900079891,-68.0650573869,630105820-A
0140740200,-16.290129719,-68.064959954,630092697-A
0140740190,-16.2902717076,-68.0648707755,630077789-A
0140740180,-16.2903950776,-68.0647773142,630064576-A
0140740170,-16.290497891,-68.0646771912,630053203-A
0140740160,-16.2905772457,-68.0645560983,630043713-A
0140740150,-16.2906952497,-68.0644748467,630031208-A
0140740140,-16.2904058504,-68.0645640574,630060087-A
0140740130,-16.2903003994,-68.0645523128,630069891-A
0140740120,-16.290033746,-68.0648253179,630099604-A
0143070110,-16.285666974,-68.0650125806,630516591-A
0143070100,-16.2857192948,-68.0655949973,630521123-A
0143080720,-16.2921745849,-68.0641078838,629885046-A
0140750710,-16.2920538646,-68.0640406986,629895395-A
0140750700,-16.2921918192,-68.0638830585,629879761-A
0140750690,-16.29214529,-68.0638335682,629883367-A
0143080680,-16.2923259075,-68.0637190306,629864391-A
0143080670,-16.2923482707,-68.0635547251,629859603-A
0143080630,-16.2923418087,-68.0631406593,629853492-A
0143080620,-16.2922422931,-68.0632151657,629864132-A
0143080610,-16.2921584593,-68.0633055165,629873543-A
0143080600,-16.2921044996,-68.0634528417,629881049-A
0140750590,-16.2919708804,-68.063704559,629897799-A
0140750580,-16.2920584994,-68.0637674137,629890517-A
0140750570,-16.2919398225,-68.0639617841,629904921-A
0140750550,-16.2915563897,-68.0637899907,629938466-A
0140750540,-16.2917128048,-68.0636247773,629920960-A
0140728111,-16.2805040786,-68.0611692635,630943414-A
0140728000,-16.2750843672,-68.0615020374,631462724-A
0140728300,-16.2754294557,-68.0612861363,631426473-A
0143178240,-16.2832533801,-68.064769863,630741463-A
0143178230,-16.2833423893,-68.0629012315,630702561-A
0143178220,-16.2832769715,-68.0629121204,630708941-A
0143178210,-16.2832431139,-68.0629646433,630713006-A
0143178200,-16.2818540505,-68.0635605284,630854413-A
0140728190,-16.2816182515,-68.0635270644,630876224-A
0140728180,-16.2813916129,-68.0638116669,630902356-A
0140728170,-16.2810532518,-68.0634972637,630929308-A
0140728160,-16.2805010001,-68.0627877019,630970095-A
0143170670,-16.2827014754,-68.0647724435,630793834-A
0143170661,-16.2827694733,-68.0646358693,630785159-A
0143170660,-16.2827446422,-68.0646877787,630788360-A
0143170650,-16.2828880044,-68.0645494386,630772510-A
0143170640,-16.2828505516,-68.0644704758,630774774-A
0143170630,-16.2828946263,-68.0642876293,630767612-A
0143170620,-16.2827076312,-68.064472295,630788354-A
0143170610,-16.2825643075,-68.0645297863,630802881-A
0143170600,-16.2826599484,-68.0646125418,630795163-A
0143170590,-16.2825270737,-68.0646742898,630808769-A
0143060030,-16.2919183848,-68.065467757,629931427-A
0140770020,-16.2918145841,-68.0701894094,630018132-A
0140770010,-16.2920223381,-68.0707053485,630006846-A
0142978000,-16.2913854855,-68.0652408875,629978245-A
0140760420,-16.2919731133,-68.0656679712,629929495-A
0132890100,-16.2753793855,-68.064509916,631483921-A
0131180100,-16.2754002954,-68.0659091306,631504840-A
0131180090,-16.2753845466,-68.0657690346,631504040-A
0131180080,-16.275314346,-68.0654743141,631505874-A
0132890080,-16.2752998346,-68.0646986845,631494556-A
0131230270,-16.2833992316,-68.0710651947,630830484-A
0132940270,-16.2845854976,-68.0702686193,630704936-A
0133000270,-16.2859848037,-68.0715719464,630593529-A
0132980260,-16.2836046054,-68.0710526107,630810797-A
0132940260,-16.2846404539,-68.0701478405,630697749-A
0131198090,-16.2740443812,-68.0718162576,631730394-A
0132998080,-16.2740621596,-68.0707016034,631710393-A
0132998070,-16.2737297551,-68.0710348428,631747413-A
0131208170,-16.2803241865,-68.0736493663,631164564-A
0131208160,-16.2803251691,-68.0733896092,631160209-A
0140728150,-16.2803782793,-68.0629032076,630983615-A
0140728140,-16.2801927796,-68.0626598547,630997233-A
0140728130,-16.2805409702,-68.0614162583,630943943-A
0140728112,-16.2805820816,-68.0609890028,630933082-A
0140728100,-16.2804563811,-68.0610477246,630945955-A
0140728080,-16.2803669888,-68.0619308311,630968826-A
0140728070,-16.2802490905,-68.0621994333,630984384-A
0140728060,-16.2756380982,-68.0610221139,631402376-A
0140728050,-16.2756014195,-68.0611030191,631407175-A
0140728040,-16.2754978725,-68.0612177111,631418868-A
0143170740,-16.2832531798,-68.0646975421,630740303-A
0143170730,-16.2831072584,-68.0647730872,630755370-A
0143170720,-16.2831227268,-68.0648306048,630754842-A
0143170710,-16.2830708432,-68.0649291015,630761368-A
0143170700,-16.2830524871,-68.0650406569,630764928-A
0140720300,-16.2802416826,-68.0630245648,630998546-A
0140720290,-16.2800929564,-68.0630538796,631013126-A
0140720280,-16.2801203624,-68.0628566622,631007310-A
0140728110,-16.2804632498,-68.0612938641,630949316-A
0140720270,-16.2759924233,-68.0627379932,631396805-A
0140720260,-16.280132906,-68.0624790476,630999960-A
0140720240,-16.2801581369,-68.0623430742,630995350-A
0140720230,-16.2800210626,-68.062383976,631009014-A
0140720220,-16.2801425403,-68.0621869203,630994282-A
0140720210,-16.2803677947,-68.0617626939,630966008-A
0140720190,-16.2801742515,-68.0619611725,630987594-A
0140720180,-16.2759599672,-68.0620869002,631389245-A
0140720170,-16.2758282693,-68.062184311,631403326-A
0140720160,-16.2759021726,-68.0624090088,631399988-A
0140720150,-16.275616766,-68.0620498021,631421185-A
0140720140,-16.2755698789,-68.0619517419,631424030-A
0140720130,-16.2756949813,-68.0619532351,631412190-A
0140720120,-16.2758384231,-68.0619436623,631398431-A
0143170811,-16.2840774935,-68.0647418191,630662870-A
0140720110,-16.27593762,-68.0618883049,631388120-A
0140720090,-16.2802027881,-68.0616870507,630980419-A
0140720080,-16.2804268239,-68.0615504379,630956951-A
0140720070,-16.2758433521,-68.0617293432,631394463-A
0140720060,-16.2757553913,-68.0617274533,631402773-A
0140720040,-16.2757091745,-68.0617568519,631407636-A
0140720030,-16.2755934792,-68.0614647677,631413836-A
0140720020,-16.2755484248,-68.0614907919,631418534-A
0140720010,-16.2755238052,-68.061625924,631423076-A
0143170690,-16.2828192332,-68.0650885061,630787825-A
0143170680,-16.2827200626,-68.0649992544,630795772-A
0143170500,-16.2820429967,-68.0642402886,630847587-A
0143170480,-16.282119148,-68.0641913208,630839568-A
0143170470,-16.2818876066,-68.063715992,630853767-A
0143170461,-16.2818906827,-68.0638337176,630855396-A
0143170460,-16.2818722789,-68.0639019814,630858254-A
0143170450,-16.2818556656,-68.0640110213,630861608-A
0143170440,-16.2818947643,-68.0641585911,630860309-A
0143170430,-16.281785988,-68.064157823,630870610-A
0143170420,-16.2818604665,-68.0644552096,630868400-A
0143170410,-16.2817216296,-68.0644004556,630880671-A
0143170400,-16.281652176,-68.0641820733,630883693-A
0143170390,-16.2817087101,-68.0639452919,630874470-A
0143170380,-16.2817863805,-68.0637830383,630864459-A
0140720370,-16.2810203063,-68.0635944638,630934018-A
0140720360,-16.2805681969,-68.0632909285,630971933-A
0143170580,-16.2824929003,-68.0647337821,630812980-A
0143170570,-16.2824644517,-68.0648024959,630816798-A
0143170560,-16.2824550697,-68.0648839812,630819017-A
0143170550,-16.282549464,-68.0650200518,630812287-A
0143170540,-16.2826318657,-68.0651464417,630806537-A
0143170530,-16.2820558517,-68.0646342222,630852795-A
0143170520,-16.2820538296,-68.0645148201,630851039-A
0143170510,-16.2820467464,-68.0643941623,630849742-A
0142970080,-16.2907252764,-68.0652291449,630040628-A
0142970060,-16.2908646991,-68.0657326093,630035603-A
0143060330,-16.293117261,-68.0655354721,629818905-A
0140770320,-16.2930754032,-68.0708027477,629908593-A
0140770310,-16.2930729727,-68.0706066069,629905627-A
0140770300,-16.2931250054,-68.0704751686,629898552-A
0143060290,-16.2930642095,-68.0702195386,629900151-A
0143060280,-16.2929862882,-68.0701150265,629905836-A
0131170250,-16.2801335337,-68.0635742549,631017771-A
0131170240,-16.2757158283,-68.0635202921,631435825-A
0131180240,-16.280204108,-68.0655118295,631042718-A
0131170230,-16.2758404784,-68.0636998031,631426938-A
0131180230,-16.2803471698,-68.0658138029,631034085-A
0132990110,-16.2722697019,-68.0715584877,631894589-A
0132760110,-16.2802773754,-68.0702390185,631113098-A
0132990100,-16.2725072072,-68.071376423,631869054-A
0132760090,-16.2758751821,-68.0703398588,631532413-A
0132990090,-16.272493474,-68.0712391622,631868101-A
0131160050,-16.2749488033,-68.0652767884,631537315-A
0131160040,-16.2748508496,-68.0653511408,631547824-A
0131160030,-16.2747137346,-68.0651096926,631556877-A
0131160020,-16.274624927,-68.0651292149,631565621-A
0131160010,-16.2747610734,-68.0653766047,631556756-A
0132709080,-16.2553829552,-68.043451948,633036104-A
0132709030,-16.2548051647,-68.0421098823,633068992-A
0132709050,-16.2548961591,-68.0423411547,633064137-A
0132709060,-16.2551071414,-68.0429626762,633054271-A
0132709070,-16.2554908705,-68.0426996045,633013604-A
0131190650,-16.2750928655,-68.0711871652,631620557-A
0131190640,-16.275091637,-68.0713676954,631623639-A
0131190630,-16.2749600061,-68.0714369608,631637268-A
0131190620,-16.2748308968,-68.0713453808,631648016-A
0122900080,-16.2830119825,-68.0727281414,630894447-A
0121478010,-16.2857537449,-68.0749199031,630670245-A
0121470170,-16.2859702056,-68.0753000484,630655937-A
0121470370,-16.2909750335,-68.0745713883,630169269-A
0121470180,-16.2859872532,-68.0753931408,630655845-A
0143060270,-16.292942476,-68.0657188738,629838451-A
0143060260,-16.2926899939,-68.0651622445,629853333-A
0143060250,-16.2927652782,-68.065136677,629845783-A
0143060240,-16.2926523567,-68.0649975886,629854224-A
0143060230,-16.2924132271,-68.0648901168,629875140-A
0143060220,-16.2924741393,-68.0652371767,629875007-A
0143060210,-16.2923357417,-68.0651463023,629886647-A
0143060200,-16.2922294949,-68.0651541361,629896843-A
0143060190,-16.2921922017,-68.0653532628,629903614-A
0143060180,-16.2922637556,-68.0655953859,629900769-A
0143060170,-16.2925845879,-68.0655118726,629869005-A
0143060160,-16.2926945405,-68.0657247993,629862045-A
0143060150,-16.2925437802,-68.0657565251,629876849-A
0140770140,-16.2922979803,-68.0658006058,629900862-A
0140770130,-16.2923774059,-68.0659226456,629895318-A
0140770120,-16.292249027,-68.0700112383,629974040-A
0140770110,-16.2924407125,-68.0700701564,629956827-A
0140770100,-16.2926990483,-68.0659605703,629865451-A
0140770090,-16.2926001797,-68.0702780345,629945096-A
0140770080,-16.292571716,-68.0705372495,629952019-A
0140770070,-16.2928236695,-68.0705661656,629928604-A
0140770060,-16.2926790132,-68.0708227827,629946501-A
0140770050,-16.2922644613,-68.0705261676,629980969-A
0140770040,-16.2920774597,-68.0700045051,629990196-A
0142970410,-16.2918228387,-68.0652925822,629937635-A
0142970400,-16.2916732422,-68.065372532,629953113-A
0142970390,-16.291667246,-68.065146804,629950011-A
0142970370,-16.2914917547,-68.0649288219,629963100-A
0142970360,-16.2913618531,-68.0648517988,629974159-A
0142970350,-16.2912637797,-68.0647450482,629981718-A
0142970340,-16.291124611,-68.0645887609,629992367-A
0142970320,-16.2912106607,-68.064948143,629990055-A
0142970310,-16.291220081,-68.0651902006,629993098-A
0142970300,-16.2914851122,-68.0653407496,629970426-A
0140760290,-16.2914707038,-68.0655591203,629975343-A
0140760270,-16.2917893787,-68.0657290945,629947903-A
0140760260,-16.2915892104,-68.0658391411,629968665-A
0140760250,-16.291530392,-68.0659630166,629976255-A
0140760240,-16.2917754869,-68.0659682782,629953110-A
0140760230,-16.2918449386,-68.0705218565,630020674-A
0140760220,-16.291518391,-68.0701758657,630045994-A
0140760210,-16.2913610455,-68.070263888,630062347-A
0142970150,-16.2909519122,-68.0652050942,630018756-A
