c_manz,lat,long,id_unico
0041336150,-18.0022149672,-67.1085281792,474736264-A
0041336120,-18.0012272840,-67.1134689592,474805242-A
0051358360,-17.9673974194,-67.1379378314,477431312-A
0041336230,-18.0025570348,-67.1072236842,474711703-A
0041336110,-17.9999803225,-67.1014199063,474924266-A
0041336160,-18.0023551505,-67.1058930239,474729905-A
0041339080,-18.0035108399,-67.1001430939,474649492-A
0041339090,-18.0041110100,-67.0999220084,474602804-A
0041318520,-17.9990183139,-67.1184632357,474970320-A
0041318980,-17.9998241404,-67.1145005870,474913712-A
0041317010,-17.9981937208,-67.1140962127,475042518-A
0041318330,-17.9989599377,-67.1215041488,474969815-A
0041318770,-17.9977582294,-67.1162340701,475073122-A
0041327190,-17.9946065545,-67.1111913655,475329353-A
0041327200,-17.9951678981,-67.1110869000,475285416-A
0041327410,-17.9949705499,-67.1098374868,475303050-A
0041327790,-17.9939223885,-67.1067611225,475390664-A
0041327800,-17.9920150635,-67.1067993287,475540463-A
0041327650,-17.9946251361,-67.1076924126,475333855-A
0041327660,-17.9944940446,-67.1071440027,475345095-A
0041318640,-17.9921601354,-67.1169207903,475512102-A
0041318650,-17.9921552407,-67.1160650804,475513900-A
0041318870,-17.9921304355,-67.1137971237,475519614-A
0040480050,-17.9854430701,-67.1105219748,476050888-A
0040480040,-17.9852308613,-67.1112457423,476066393-A
0040480020,-17.9855376329,-67.1122258497,476040661-A
0040480010,-17.9850585668,-67.1121101090,476078533-A
0041318860,-17.9923163421,-67.1149875358,475503017-A
0040480030,-17.9856862640,-67.1113589201,476030389-A
0040480090,-17.9864289370,-67.1116073538,475971571-A
0040480080,-17.9868131727,-67.1112870624,475941879-A
0040480070,-17.9868808565,-67.1107677736,475937412-A
0040480060,-17.9862059052,-67.1105790356,475990801-A
0040480110,-17.9862124023,-67.1133520541,475985747-A
0041328160,-17.9868650635,-67.1023750646,475952678-A
0040480100,-17.9863702038,-67.1124338641,475974836-A
0040480150,-17.9877704917,-67.1117779980,475865786-A
0040488040,-17.9879111541,-67.1110055883,475856000-A
0041318960,-17.9990783398,-67.1153920533,474970797-A
0041318970,-17.9996257998,-67.1155232753,474927552-A
0041318950,-17.9985369162,-67.1152735115,475013547-A
0041318990,-17.9992756269,-67.1143659308,474957042-A
0041317000,-17.9987332980,-67.1142346660,474999882-A
0041318750,-17.9994096638,-67.1165931437,474942720-A
0041318760,-17.9988617828,-67.1164698964,474985988-A
0041318240,-17.9928734532,-67.1199513234,475451021-A
0040480180,-17.9874422335,-67.1109036788,475893042-A
0040480170,-17.9873470704,-67.1114074204,475899695-A
0040480160,-17.9872517770,-67.1118992992,475906379-A
0040480140,-17.9875935468,-67.1127266971,475878140-A
0040480130,-17.9871222209,-67.1126137458,475915394-A
0040480120,-17.9871918717,-67.1136214630,475908265-A
0040480250,-17.9880097511,-67.1149010563,475841842-A
0040480260,-17.9878796844,-67.1156864743,475850792-A
0041310290,-17.9888240527,-67.1166165309,475774990-A
0040480200,-17.9888626882,-67.1117588662,475779932-A
0040480210,-17.9884314730,-67.1126843382,475812312-A
0040480220,-17.9883470744,-67.1131324744,475818211-A
0040480230,-17.9884360778,-67.1139774877,475809823-A
0040480240,-17.9879564628,-67.1138407049,475847769-A
0040480190,-17.9883561716,-67.1116364715,475819964-A
0041310310,-17.9897278573,-67.1162187869,475704549-A
0041310311,-17.9901358521,-67.1163398360,475672260-A
0041310320,-17.9900567059,-67.1156915470,475679549-A
0041310330,-17.9901267957,-67.1152997912,475674681-A
0041310340,-17.9892916624,-67.1152735503,475740405-A
0040480350,-17.9887299124,-67.1151092187,475784857-A
0041310300,-17.9891454103,-67.1160516977,475750634-A
0040480280,-17.9885766364,-67.1158871807,475795642-A
0040480400,-17.9897094550,-67.1122478853,475712540-A
0041318020,-17.9908004444,-67.1163314654,475620004-A
0041318030,-17.9908877183,-67.1157455938,475614105-A
0041318010,-17.9907481665,-67.1167098534,475623494-A
0041310430,-17.9899741328,-67.1143980323,475688171-A
0041310360,-17.9891659118,-67.1144371695,475751668-A
0041310440,-17.9907352283,-67.1146094863,475627971-A
0040480370,-17.9892211691,-67.1139144443,475748183-A
0040480420,-17.9898223547,-67.1134742667,475701632-A
0041327430,-17.9915392876,-67.1104147227,475571743-A
0040480390,-17.9893599127,-67.1118819107,475740631-A
0040480380,-17.9891932419,-67.1131024622,475751718-A
0040480450,-17.9906454999,-67.1134557778,475636936-A
0040480410,-17.9898348191,-67.1129337456,475701546-A
0040480461,-17.9906868888,-67.1121987266,475635770-A
0040480460,-17.9901453231,-67.1120491172,475678599-A
0041320472,-17.9898436067,-67.1099185601,475705871-A
0041320474,-17.9903753695,-67.1107677507,475662648-A
0041320471,-17.9890249491,-67.1097106449,475770578-A
0041320470,-17.9888646982,-67.1103546881,475782104-A
0041320493,-17.9893167974,-67.1071128703,475751989-A
0041328080,-17.9895391093,-67.1077280363,475733480-A
0041328100,-17.9899574528,-67.1089925234,475698473-A
0041328090,-17.9897640261,-67.1083618993,475714736-A
0041328060,-17.9888872554,-67.1087106249,475783073-A
0041328050,-17.9892103854,-67.1091901523,475756869-A
0041320570,-17.9870705595,-67.1028689561,475935693-A
0041320580,-17.9862616679,-67.1015687065,476001463-A
0041320560,-17.9862549239,-67.1027274521,476000034-A
0041320550,-17.9864040152,-67.1037639307,475986569-A
0041320540,-17.9865483315,-67.1047651991,475973542-A
0041320530,-17.9868445595,-67.1058202770,475948488-A
0041328180,-17.9877419927,-67.1038227053,475881312-A
0041328170,-17.9875467630,-67.1033174030,475897510-A
0041328150,-17.9869540697,-67.1036790230,475943479-A
0041327440,-17.9912547785,-67.1091795468,475596184-A
0041328140,-17.9871011711,-67.1046724659,475930244-A
0041328190,-17.9876564602,-67.1045930108,475886733-A
0041328210,-17.9884808623,-67.1051070725,475821073-A
0041328200,-17.9878083366,-67.1056441175,475873026-A
0041327970,-17.9883134791,-67.1021724637,475839204-A
0041327980,-17.9889046308,-67.1030517718,475791255-A
0041327990,-17.9894564833,-67.1039380081,475746384-A
0041320600,-17.9847058151,-67.1002011767,476126048-A
0041320491,-17.9882216539,-67.1068405331,475838528-A
0041320590,-17.9847173639,-67.1008215327,476124092-A
0041320511,-17.9854053543,-67.1066283082,476060284-A
0041327420,-17.9927046357,-67.1105364479,475479940-A
0041320510,-17.9847018442,-67.1065889161,476115664-A
0041328130,-17.9849837880,-67.1055284931,476095258-A
0041328110,-17.9842047515,-67.1064073165,476155050-A
0041328220,-17.9848832044,-67.0998309831,476112734-A
0041318230,-17.9920839116,-67.1194032326,475514021-A
0041320490,-17.9884344859,-67.1074258594,475820816-A
0041318900,-17.9940230922,-67.1142578676,475370048-A
0041318930,-17.9962162021,-67.1147469075,475196834-A
0041328070,-17.9886598785,-67.1080669838,475802024-A
0041318440,-17.9922507301,-67.1181370953,475502975-A
0041317060,-17.9931664392,-67.1128348183,475439775-A
0041317050,-17.9937150405,-67.1129698751,475396424-A
0041317040,-17.9942446588,-67.1131532848,475354485-A
0041317030,-17.9947768259,-67.1133634048,475312302-A
0041317070,-17.9921490942,-67.1125306993,475520260-A
0041318890,-17.9934746009,-67.1141358330,475413372-A
0051438140,-17.9995457979,-67.1318970587,474906681-A
0041318850,-17.9932602474,-67.1152153425,475428423-A
0041317020,-17.9953057032,-67.1135708947,475270382-A
0050551090,-18.0164745675,-67.1390604795,473563425-A
0041318840,-17.9938015720,-67.1153367937,475385661-A
0041318830,-17.9943536100,-67.1154605845,475342053-A
0041318620,-17.9934159099,-67.1172126346,475412868-A
0041318450,-17.9932373213,-67.1181095708,475425430-A
0041318670,-17.9941329248,-67.1165314919,475357619-A
0041329010,-17.9934181864,-67.1114482357,475422318-A
0041329000,-17.9928200126,-67.1112950833,475469593-A
0041318610,-17.9939669362,-67.1173353233,475369336-A
0041318600,-17.9945119468,-67.1174567985,475326280-A
0041318680,-17.9946773497,-67.1166546977,475314609-A
0041318460,-17.9937826949,-67.1182309671,475382341-A
0041318470,-17.9943278896,-67.1183493659,475339273-A
0041318590,-17.9950592065,-67.1175787809,475283047-A
0041318690,-17.9952284275,-67.1167783373,475271076-A
0041318820,-17.9948988267,-67.1155812975,475298988-A
0041318810,-17.9954515138,-67.1157039892,475255334-A
0041318910,-17.9951202112,-67.1145028453,475283393-A
0041318920,-17.9956710300,-67.1146247620,475239891-A
0041320506,-17.9851324120,-67.1086047988,476078474-A
0041318800,-17.9959944041,-67.1158259183,475212453-A
0041318580,-17.9956080578,-67.1177026327,475239688-A
0041318570,-17.9961604065,-67.1178247863,475196057-A
0041318700,-17.9963248513,-67.1170235546,475184468-A
0041318550,-17.9973747799,-67.1180952233,475100135-A
0040478450,-17.9853953917,-67.1225337868,476035312-A
0041318480,-17.9959750255,-67.1187184326,475209144-A
0041318490,-17.9965167392,-67.1188385724,475166351-A
0041318710,-17.9968665628,-67.1171416512,475141685-A
0041318720,-17.9975396232,-67.1172968381,475088516-A
0041318430,-17.9930283645,-67.1191403274,475440167-A
0041318420,-17.9935715078,-67.1192565130,475397259-A
0041318730,-17.9980854342,-67.1174142883,475045414-A
0041326000,-17.9920068212,-67.1034832798,475546783-A
0041160630,-17.9801622957,-67.0894100646,476501442-A
0041160610,-17.9801539166,-67.0903012749,476500569-A
0040478350,-17.9855911814,-67.1215761974,476021412-A
0041160633,-17.9817283411,-67.0896520098,476378016-A
0041160632,-17.9812406470,-67.0895981147,476416414-A
0041160645,-17.9825088373,-67.0887902711,476318211-A
0041160634,-17.9822786803,-67.0897614473,476334602-A
0041168090,-17.9820765951,-67.0905215687,476349160-A
0041160646,-17.9829544700,-67.0879645024,476284655-A
0041160643,-17.9820865647,-67.0881151487,476352547-A
0041168190,-17.9856024274,-67.0953344098,476063909-A
0051439010,-18.0028321560,-67.1344111288,474644037-A
0041160642,-17.9816066728,-67.0880353303,476390373-A
0041160641,-17.9810394664,-67.0880405436,476434910-A
0041160644,-17.9816578205,-67.0888789329,476384892-A
0041160640,-17.9806655356,-67.0886563050,476463213-A
0041150060,-17.9788996125,-67.0970111639,476587768-A
0041150070,-17.9790224396,-67.0964540639,476579046-A
0041150081,-17.9795351249,-67.0961577121,476539246-A
0040428000,-17.9810093859,-67.0992224528,476418225-A
0041168080,-17.9830315656,-67.0884760086,476277709-A
0051428730,-17.9915747027,-67.1225778416,475548921-A
0041150080,-17.9789839357,-67.0959345485,476582944-A
0040420180,-17.9799208273,-67.1029234410,476497664-A
0040420170,-17.9801348834,-67.1019076635,476482509-A
0041318540,-17.9979213192,-67.1182165766,475056967-A
0041318500,-17.9971901606,-67.1189875782,475113157-A
0041318530,-17.9984700691,-67.1183390157,475013624-A
0041318740,-17.9986354550,-67.1175315644,475001983-A
0041318510,-17.9977390014,-67.1191105202,475069802-A
0041318410,-17.9941229676,-67.1193819897,475353683-A
0041167550,-17.9909840443,-67.0874254505,475655324-A
0041318370,-17.9963034177,-67.1198682993,475181413-A
0041318380,-17.9957635009,-67.1197480756,475224067-A
0041318390,-17.9952121697,-67.1196247711,475267626-A
0041318400,-17.9946711082,-67.1195045463,475310373-A
0041318250,-17.9944617835,-67.1205382533,475325133-A
0041318260,-17.9950009421,-67.1206624650,475282525-A
0041318270,-17.9955479842,-67.1207849161,475239302-A
0041318280,-17.9960943356,-67.1209033334,475196140-A
0041318290,-17.9967636680,-67.1210558766,475143253-A
0041318360,-17.9969794592,-67.1200207182,475128002-A
0041318350,-17.9975282659,-67.1201419405,475084650-A
0041318300,-17.9973157284,-67.1211787307,475099638-A
0041318310,-17.9978664707,-67.1213013812,475056129-A
0041318340,-17.9980855571,-67.1202665960,475040625-A
0041318320,-17.9984121016,-67.1214238954,475013023-A
0041328120,-17.9844608478,-67.1053796472,476136619-A
0041318560,-17.9967000296,-67.1179440149,475153434-A
0041318940,-17.9979784482,-67.1151527713,475057642-A
0041318790,-17.9965476402,-67.1159523390,475168752-A
0041318780,-17.9970898238,-67.1160816585,475125916-A
0041320503,-17.9861334992,-67.1097422389,475997874-A
0041320504,-17.9878124627,-67.1088274675,475867375-A
0041320505,-17.9867116030,-67.1072676140,475956522-A
0041316210,-17.9993724824,-67.1194742116,474940779-A
0041316220,-17.9997001708,-67.1206250303,474913088-A
0041318000,-17.9906461245,-67.1173844916,475630414-A
0041326180,-17.9895667536,-67.1022908165,475740529-A
0041326190,-17.9909568673,-67.1030626300,475629991-A
0041316200,-17.9991699570,-67.1205097236,474954964-A
0041320473,-17.9896913122,-67.1105728926,475716752-A
0041320475,-17.9904002282,-67.1100857488,475661834-A
0041320501,-17.9863345944,-67.1086994836,475983785-A
0041327080,-17.9919950175,-67.1112465567,475534523-A
0041308090,-17.9854353460,-67.1247100449,476028747-A
0041308070,-17.9864916960,-67.1257847222,475943892-A
0041300251,-17.9874804382,-67.1231547407,475870201-A
0041308120,-17.9875874692,-67.1250955698,475858706-A
0041308130,-17.9881330629,-67.1252330622,475815538-A
0041308250,-17.9880387828,-67.1232565969,475826091-A
0041308260,-17.9885859504,-67.1233620526,475782858-A
0041308270,-17.9890945510,-67.1234329907,475742715-A
0041308300,-17.9892469983,-67.1222672312,475732582-A
0041308390,-17.9893812606,-67.1211787741,475723764-A
0041308040,-17.9882254043,-67.1265100912,475806256-A
0041308430,-17.9905000395,-67.1202746687,475637198-A
0041308060,-17.9875511892,-67.1260190705,475860108-A
0041308160,-17.9896019601,-67.1245299100,475701032-A
0041308280,-17.9898411255,-67.1235840542,475683718-A
0041308290,-17.9900648480,-67.1224418633,475667943-A
0041308380,-17.9902592179,-67.1213272304,475654444-A
0041308050,-17.9889044484,-67.1267376495,475752439-A
0041308150,-17.9893120844,-67.1255171848,475722279-A
0041308170,-17.9888979737,-67.1244220829,475756613-A
0041308200,-17.9870047298,-67.1241321851,475906100-A
0041308110,-17.9867430102,-67.1250354821,475925281-A
0040470190,-17.9838890769,-67.1236535845,476152148-A
0040470170,-17.9840236204,-67.1229467235,476142660-A
0041308240,-17.9861515324,-67.1232487152,475974659-A
0041308460,-17.9862862071,-67.1226733406,475964967-A
0040478230,-17.9852227982,-67.1231006412,476048006-A
0041300250,-17.9869711539,-67.1231127685,475910355-A
0041308190,-17.9878553401,-67.1242644489,475838932-A
0041308140,-17.9886059705,-67.1253404095,475778142-A
0040470030,-17.9828510025,-67.1234882973,476234146-A
0040470010,-17.9815786662,-67.1240615315,476333455-A
0040470200,-17.9835946294,-67.1245268147,476173973-A
0040470210,-17.9834840056,-67.1249062074,476182094-A
0041308180,-17.9884203623,-67.1243474623,475794325-A
0041308310,-17.9886986983,-67.1222117096,475775820-A
0040470020,-17.9825656581,-67.1245592952,476254954-A
0040470220,-17.9834145656,-67.1252869555,476186972-A
0041308020,-17.9863436065,-67.1262601392,475954808-A
0041300230,-17.9854277918,-67.1256778701,476027829-A
0040478080,-17.9847784718,-67.1245531707,476080712-A
0041308010,-17.9847020952,-67.1254219662,476085371-A
0041308030,-17.9873532237,-67.1266120757,475874763-A
0040470120,-17.9840525738,-67.1214923442,476142664-A
0041300391,-17.9887649031,-67.1200288803,475774114-A
0040470110,-17.9840202969,-67.1204418703,476146861-A
0040470160,-17.9840817532,-67.1223017445,476139094-A
0040470150,-17.9847114518,-67.1224134809,476089344-A
0040470140,-17.9847810255,-67.1218602488,476084738-A
0040470100,-17.9848310216,-67.1208125979,476082457-A
0040470090,-17.9848219501,-67.1203023013,476083980-A
0040470130,-17.9848290390,-67.1213551379,476081755-A
0041308210,-17.9859467060,-67.1239619536,475989660-A
0051428760,-17.9987656339,-67.1252450496,474978899-A
0040470270,-17.9856211161,-67.1209222291,476020093-A
0040470280,-17.9856441959,-67.1204166928,476019079-A
0040470310,-17.9856866984,-67.1195851691,476017058-A
0040470320,-17.9857091710,-67.1185080519,476017010-A
0041308320,-17.9881538248,-67.1221158348,475818854-A
0041308330,-17.9873841236,-67.1222390141,475879236-A
0041300390,-17.9895413774,-67.1201824120,475712772-A
0041308370,-17.9874327770,-67.1217349709,475876210-A
0041308360,-17.9864369701,-67.1215911675,475954815-A
0041308340,-17.9864141760,-67.1220992025,475955803-A
0040470290,-17.9865257173,-67.1205431146,475949498-A
0040470260,-17.9864834878,-67.1210442964,475952023-A
0041308400,-17.9884664361,-67.1210686582,475795928-A
0041308470,-17.9883672319,-67.1189061383,475807214-A
0041308480,-17.9888529407,-67.1189924967,475768860-A
0041308440,-17.9900928436,-67.1191517766,475671055-A
0041300392,-17.9882684355,-67.1199655223,475813281-A
0041300380,-17.9878057658,-67.1199032227,475849787-A
0041300370,-17.9873392656,-67.1198347454,475886607-A
0041300400,-17.9876359837,-67.1188097125,475864906-A
0041300340,-17.9868942191,-67.1187013212,475923447-A
0040470350,-17.9868254344,-67.1197622424,475927158-A
0040470330,-17.9864202055,-67.1186249202,475960869-A
0040470300,-17.9863283851,-67.1196905581,475966389-A
0040470080,-17.9848331073,-67.1194771953,476084411-A
0040470070,-17.9839427468,-67.1193453704,476154700-A
0040470060,-17.9829587782,-67.1192136403,476232362-A
0041308000,-17.9842999707,-67.1252872822,476117247-A
0040478220,-17.9849843967,-67.1238067539,476065667-A
0040470050,-17.9819574165,-67.1190632837,476311427-A
0041300410,-17.9877020162,-67.1176844721,475861526-A
0041300440,-17.9878099118,-67.1163256650,475855241-A
0041300430,-17.9877715718,-67.1168182533,475857457-A
0041308490,-17.9886730354,-67.1178798705,475784816-A
0041308500,-17.9906667568,-67.1183076297,475627283-A
0041308410,-17.9874609041,-67.1211830594,475874877-A
0041308420,-17.9875058156,-67.1206739394,475872156-A
0041308100,-17.9859485997,-67.1248423626,475988129-A
0041300420,-17.9887771897,-67.1170947263,475777898-A
0041308491,-17.9898733452,-67.1181396052,475689968-A
0041223700,-17.9991407409,-67.0726245100,475043450-A
0041224850,-17.9950854962,-67.0764393407,475353900-A
0041224860,-17.9954311566,-67.0768296303,475326076-A
0041224940,-17.9959995480,-67.0755671443,475283915-A
0041224930,-17.9963745647,-67.0759937609,475253722-A
0041224840,-17.9947010030,-67.0760096134,475384842-A
0041224950,-17.9956177510,-67.0751361705,475314648-A
0041223380,-17.9977272495,-67.0739284768,475151667-A
0041224580,-17.9941344165,-67.0773482899,475426739-A
0041226540,-17.9905299540,-67.0813943619,475701878-A
0041225010,-17.9908614554,-67.0795044551,475679343-A
0041224040,-17.9919853435,-67.0784506503,475593162-A
0041225030,-17.9915777265,-67.0804254570,475621481-A
0041226550,-17.9902576100,-67.0808892871,475724161-A
0041226570,-17.9901296476,-67.0802503214,475735366-A
0041225020,-17.9912356775,-67.0799460183,475649185-A
0041224030,-17.9923571224,-67.0788877955,475563203-A
0041225000,-17.9905697816,-67.0790157965,475703115-A
0041224050,-17.9916124361,-67.0780173530,475623202-A
0041224440,-17.9926321751,-67.0770576497,475545038-A
0041226530,-17.9908212097,-67.0817974456,475678297-A
0041224450,-17.9930135622,-67.0774888850,475514337-A
0041223310,-17.9960898123,-67.0739014886,475280000-A
0041223400,-17.9969227574,-67.0730038010,475216455-A
0041223720,-17.9984266197,-67.0716884127,475101183-A
0041223670,-17.9977107999,-67.0723606161,475155957-A
0041223710,-17.9987550521,-67.0721588883,475074554-A
0041223680,-17.9980853497,-67.0727894207,475125796-A
0041223330,-17.9968423393,-67.0747662439,475219397-A
0041203200,-17.9938493721,-67.0709095991,475461222-A
0041203830,-17.9944240031,-67.0654982782,475426593-A
0041203020,-17.9918272281,-67.0719264412,475617742-A
0041203460,-17.9945327641,-67.0702613168,475408920-A
0041203520,-17.9923096605,-67.0675520220,475588244-A
0041203510,-17.9924229247,-67.0682051312,475578125-A
0041203130,-17.9921811196,-67.0692332266,475595111-A
0041203140,-17.9926635579,-67.0695444210,475556722-A
0041203840,-17.9947719109,-67.0659573831,475398461-A
0041203850,-17.9951202412,-67.0664195109,475370290-A
0041203860,-17.9954636786,-67.0668748389,475342515-A
0041203600,-17.9947707616,-67.0691117801,475392477-A
0041203590,-17.9943955974,-67.0686764512,475422697-A
0041203180,-17.9934102297,-67.0704077785,475496581-A
0041223340,-17.9972257395,-67.0752414074,475188455-A
0041223320,-17.9964631757,-67.0743299264,475249934-A
0041223390,-17.9973448400,-67.0734889999,475182463-A
0041223360,-17.9980877971,-67.0743802477,475122559-A
0041223690,-17.9995055223,-67.0730344885,475014091-A
0041223350,-17.9978813569,-67.0752979268,475136981-A
0041229250,-17.9931910378,-67.0781268425,475499237-A
0041203480,-17.9937180117,-67.0693280549,475474527-A
0041203190,-17.9929276061,-67.0713163999,475532670-A
0041168250,-17.9848380740,-67.0906985541,476131974-A
0041203160,-17.9923453220,-67.0706180166,475579617-A
0041203820,-17.9938785362,-67.0644464318,475471343-A
0041203550,-17.9928937316,-67.0669476471,475543650-A
0041203540,-17.9925506140,-67.0665150222,475571355-A
0041203560,-17.9932715405,-67.0673813553,475513225-A
0041224590,-17.9939039709,-67.0767679914,475445887-A
0041203610,-17.9952124388,-67.0696128511,475356920-A
0041203040,-17.9919448235,-67.0702595842,475611677-A
0041203030,-17.9917202214,-67.0712548208,475627395-A
0041204780,-17.9916217585,-67.0730373486,475631755-A
0041203010,-17.9924810275,-67.0722012813,475565990-A
0041203170,-17.9930336875,-67.0699713756,475526912-A
0041203500,-17.9929676432,-67.0684625038,475534962-A
0041203490,-17.9933454252,-67.0688977022,475504536-A
0041203470,-17.9940944411,-67.0697630312,475444208-A
0041203570,-17.9936501222,-67.0678166742,475482737-A
0041203580,-17.9940262760,-67.0682494187,475452444-A
0041203770,-17.9943303647,-67.0671714776,475430698-A
0041203530,-17.9922324340,-67.0670551493,475595244-A
0041203760,-17.9947039213,-67.0676029660,475400611-A
0041203790,-17.9935969432,-67.0662979427,475489820-A
0041203780,-17.9939533380,-67.0667354500,475461066-A
0041203800,-17.9932000580,-67.0658880931,475521693-A
0050551100,-18.0152940576,-67.1388879926,473656525-A
0041203810,-17.9927559199,-67.0655169487,475557192-A
0041229260,-17.9934843064,-67.0762553322,475479741-A
0041229270,-17.9939643134,-67.0756148930,475443320-A
0041229280,-17.9944147278,-67.0755288753,475408182-A
0041229290,-17.9952110097,-67.0746799856,475347383-A
0041229400,-17.9984203990,-67.0746973063,475095898-A
0041229420,-17.9991057247,-67.0739805757,475043586-A
0041229410,-17.9995338100,-67.0741863561,475009660-A
0041229430,-17.9987869070,-67.0736013839,475069286-A
0041209460,-17.9962855613,-67.0686298741,475274762-A
0041229440,-17.9984577749,-67.0732105485,475095817-A
0041229450,-17.9997138017,-67.0735639578,474996758-A
0041168370,-17.9852573449,-67.0880528648,476103686-A
0050551110,-18.0144005887,-67.1383246803,473727715-A
0041168360,-17.9858136939,-67.0879680902,476060158-A
0041168400,-17.9860550059,-67.0897932287,476038002-A
0041168410,-17.9854989224,-67.0898699446,476081529-A
0041168100,-17.9831581425,-67.0915060596,476262509-A
0041168170,-17.9858945023,-67.0969425749,476038200-A
0041168150,-17.9856266994,-67.0987914918,476056078-A
0041168680,-17.9872158628,-67.0912864476,475944237-A
0041168770,-17.9870229494,-67.0878882613,475965371-A
0041168660,-17.9870113053,-67.0928163914,475957622-A
0041168670,-17.9870517926,-67.0920274062,475955821-A
0041168780,-17.9864686238,-67.0879702621,476008740-A
0041168720,-17.9868082949,-67.0904442149,475977715-A
0041168450,-17.9858838010,-67.0925234781,476046675-A
0041168380,-17.9853750583,-67.0889617923,476092847-A
0041168390,-17.9859335756,-67.0888821017,476049136-A
0041168710,-17.9873572970,-67.0903606262,475934759-A
0041168740,-17.9871902582,-67.0891243164,475950052-A
0041168730,-17.9866385659,-67.0892066751,475993217-A
0041168760,-17.9875765252,-67.0878089197,475922059-A
0041168750,-17.9877497385,-67.0890434419,475906275-A
0041150090,-17.9799847319,-67.0967061021,476502986-A
0041150050,-17.9798720494,-67.0972645707,476510905-A
0041150040,-17.9797503031,-67.0978940721,476519421-A
0051438680,-17.9987646858,-67.1323389078,474967434-A
0041150010,-17.9796108299,-67.0985196087,476529340-A
0041168230,-17.9845910048,-67.0914844228,476150010-A
0041150020,-17.9786326815,-67.0982443284,476606695-A
0041150030,-17.9787620229,-67.0976348538,476597542-A
0040420110,-17.9809470461,-67.0982085778,476424825-A
0041150100,-17.9810938447,-67.0975838324,476414337-A
0041158020,-17.9811076763,-67.0970233956,476414194-A
0040420120,-17.9808227697,-67.0987642308,476433662-A
0041168220,-17.9847507284,-67.0925227320,476135664-A
0040428010,-17.9823819681,-67.0976735639,476312949-A
0040420330,-17.9821899750,-67.0979519108,476327567-A
0040420310,-17.9819786613,-67.0992065947,476342063-A
0040420320,-17.9821587681,-67.0985243250,476329055-A
0040420160,-17.9803167856,-67.1010882058,476469564-A
0040420150,-17.9804187824,-67.1006051660,476462348-A
0040420140,-17.9805290194,-67.1000961207,476454528-A
0041168240,-17.9851434620,-67.0913972213,476106775-A
0040420130,-17.9806397943,-67.0995964969,476446653-A
0040420300,-17.9818076069,-67.0999476402,476354265-A
0040420290,-17.9816966505,-67.1004463620,476362153-A
0040420280,-17.9815807160,-67.1009560574,476370416-A
0040420270,-17.9814709461,-67.1014269451,476378261-A
0040420250,-17.9810479733,-67.1032533742,476408487-A
0040420260,-17.9812861325,-67.1022485870,476391425-A
0040420230,-17.9805514634,-67.1053457388,476444090-A
0040420240,-17.9807959190,-67.1043000053,476426582-A
0040420220,-17.9802868974,-67.1064716082,476463058-A
0041158130,-17.9842515047,-67.0977910278,476165837-A
0041150380,-17.9841404932,-67.0956608777,476178195-A
0040390350,-17.9746683107,-67.1002708634,476915103-A
0040390210,-17.9733721578,-67.1011769132,477015593-A
0040390220,-17.9735443114,-67.1005205661,477003112-A
0040390230,-17.9737398832,-67.0998297928,476988849-A
0040390180,-17.9725604981,-67.1040826138,477074790-A
0040390190,-17.9728516158,-67.1030219734,477053578-A
0040390200,-17.9731338903,-67.1020055183,477033001-A
0040390150,-17.9724306448,-67.1017911960,477088677-A
0040390160,-17.9721399300,-67.1028247324,477109894-A
0040390030,-17.9718255906,-67.1016086166,477136577-A
0040390040,-17.9721279886,-67.1006038540,477114400-A
0040390140,-17.9727217314,-67.1007855431,477067395-A
0040390130,-17.9730073920,-67.0997641372,477046575-A
0040390050,-17.9724249066,-67.0996035570,477092656-A
0040390010,-17.9712019008,-67.1036691304,477182366-A
0040390170,-17.9718482145,-67.1038765479,477131172-A
0040390020,-17.9715178124,-67.1026257538,477159167-A
0041158030,-17.9799072820,-67.0961807601,476509957-A
0041158140,-17.9847049755,-67.0983456110,476129261-A
0041160620,-17.9811487625,-67.0906278185,476421858-A
0041160600,-17.9800305351,-67.0908979188,476509239-A
0041160590,-17.9808471173,-67.0920644501,476443090-A
0041160631,-17.9807095348,-67.0895314220,476458247-A
0041150530,-17.9799671336,-67.0938398609,476509208-A
0040420210,-17.9792180193,-67.1061341745,476547685-A
0040420200,-17.9794676516,-67.1050168595,476529870-A
0040420190,-17.9796999535,-67.1039660353,476513320-A
0041150510,-17.9793605115,-67.0948575733,476555159-A
0051430610,-18.0005474438,-67.1347486483,474823269-A
0041150520,-17.9794839436,-67.0943140194,476546376-A
0041150580,-17.9801610675,-67.0931452208,476495149-A
0041150490,-17.9804840479,-67.0945456038,476467392-A
0041150550,-17.9792471643,-67.0935333847,476566304-A
0041150540,-17.9795785634,-67.0936748822,476540022-A
0041150570,-17.9797574662,-67.0930477162,476527028-A
0041150560,-17.9793943213,-67.0929618321,476555709-A
0041167530,-17.9905570675,-67.0886067247,475686711-A
0041150460,-17.9808706218,-67.0930259027,476439601-A
0041150470,-17.9807405587,-67.0934239253,476449142-A
0041150480,-17.9806042670,-67.0939875509,476458892-A
0041168430,-17.9862540268,-67.0912191600,476019877-A
0041150500,-17.9803480748,-67.0952148368,476476944-A
0041160454,-17.9837551425,-67.0926407249,476213658-A
0041160455,-17.9837657815,-67.0922118403,476213563-A
